Fighter,dob,totalfights,elo,losestreak,winstreak,titlewins,oppelo,wins,losses,avg age,KD,KD differential,Sig. str.,Sig. str. differential,Total str.,Total str. differential,Td,Td differential,Sub. att,Sub. att differential,Rev.,Rev. differential,Ctrl,Ctrl differential,Head,Head differential,Body,Body differential,Leg,Leg differential,Distance,Distance differential,Clinch,Clinch differential,Ground,Ground differential,Sig. str.%,Sig. str.% differential,Sig. str.% defense,Total str.%,Total str.% differential,Total str.% defense,Td%,Td% differential,Td% defense,Head%,Head% differential,Head% defense,Body%,Body% differential,Body% defense,Leg%,Leg% differential,Leg% defense,Distance%,Distance% differential,Distance% defense,Clinch%,Clinch% differential,Clinch% defense,Ground%,Ground% differential,Ground% defense,Ethnicity
Fredy Serrano,1979,4,995.9762689,2,0,0,3972.864189,2,2,146,0.086455331,-8,54.75940966,-244,103.5775915,-103,8.627456117,19,0,-32,0,0,3.556377318,-7.6,20.57116409,-145,14.65936599,-94,19.52887957,-5,42.55174221,-46,11.00766745,-198,1.2,0,3.780103019,-3.597423283,16.45251807,4.10500185,-3.121708024,14.88450292,2.963172274,2.797619048,27.33333333,2.997194064,-3.574310043,20.43145933,1.268818444,-1.948245614,9.118421053,6.351106454,-5.790909091,6.909090909,4.104756836,-2.714425667,17.65365236,3.477897127,-4.843478261,11.95652174,0.6,6,27,South American
Sergey Morozov,1989,5,1017.336612,0,2,0,5000.197939,3,2,163,1.071428571,-18,170.9616295,185,289.5534269,857,14.8047619,194,0,-19,0,0,21.50620791,290.15,109.3454996,209,29.17539224,-102,32.44073768,78,133.4616295,-214,18.73809524,161,18.76190476,238,1.731216403,2.198917563,34.88328115,2.225648903,4.358102405,30.59138649,1.247619048,12.84545455,50.54545455,1.280526283,1.499718998,40.3958474,3.133839103,10.05301587,24.42126984,3.672421431,3.354061625,10.82857143,1.512658327,-0.393657461,35.36747468,3.019191919,-1.397835498,15.38571429,2.760634921,36.16666667,54,Slavic
Impa Kasanganay,1994,4,998.7766067,1,0,0,4001.21226,2,2,106,0,-20,79.54263002,-278,94.56295809,-356,3.312883436,14,1.656441718,9,0,0,4.820347648,7.883333333,62.77932914,-125,9.7128288,-117,7.050472088,-36,74.37330487,-78,5.169325153,-32,0,-168,2.708243152,-4.414347486,15.13272674,2.820142945,-5.051048826,13.87678217,0.552147239,1,28,2.398141103,-2.354096505,18.36107704,6.458145503,-6.281974092,4.804232804,1.657283334,-17.12142857,2.45,2.602945683,-2.004386835,18.11334567,1.681441718,-0.041666667,20.58333333,0,-17.21212121,12.78787879,African
Bryce Mitchell,1994,9,1073.088158,1,0,0,9332.986824,7,2,240,2.4,-94,534.5948718,1700,1161.646154,7679,54.07692308,725,13.94358974,130,0.266666667,-116,108.6465812,1228.866667,344.3179487,886,147.2102564,844,43.06666667,-30,353.6769231,51,11,-156,169.9179487,1805,10.72547436,22.51675843,183.6236541,11.753276,14.09323491,161.8469357,8.54991453,98.28931624,281.75,10.10318626,27.3525577,195.0908636,11.95550894,14.91834832,163.2395604,13.13333333,-34.5,94.5,9.637431897,13.5953483,193.8332856,7.557777778,-11.25,201.3833333,11.50332036,16.28271142,167.6944444,North American
Pascal Krauss,1987,4,1001.077422,1,0,0,4058.593738,2,2,100,0,-36,194.6392157,697,231.0392157,778,1.066666667,-29,0.733333333,9,0,-1,3.258888889,-0.3,128.3703081,481,18.16694678,10,48.10196078,206,162.5058824,590,27.86666667,231,4.266666667,-124,1.87884296,0.685243826,18.34307799,1.945445472,0.434205255,17.09300174,0.438888889,-13.55952381,9.857142857,1.413537705,-0.182824269,20.18520259,4.676223132,6.291159951,10.65201465,4.422004357,13.63888889,16.25,1.822794195,1.972390946,20.47095659,0.64212963,-15.18559942,5.18245614,0.917171717,-2.042424242,14.2,European
Brian Bowles,1980,4,996.6692094,2,0,0,3989.899167,2,2,126,2.382133995,-9,88.47265553,-465,104.215588,-504,0.552380952,-4,2.667848281,8,2.382133995,7,3.623504667,6.783333333,66.00059795,-383,21.07670874,-2,1.395348837,-80,75.87376185,-205,4.595348837,11,8.003544842,-271,1.239717986,-4.613393481,16.67237233,1.367550214,-4.67092008,15.56604931,0.552380952,-4,21,1.032405617,-5.236659777,17.6976366,2.902161384,3.528679164,12.85641026,1.395348837,-9.412698413,11.58730159,1.153028635,-3.488306128,18.62148594,0.964341085,-10.16666667,11.33333333,1.864522574,-6.784965035,10.94230769,North American
Sherman Pendergarst,1967,1,984,1,0,0,1000,0,1,39,0,-1,1.230769231,-6,4.307692308,-1,0.307692308,1,0,0,0,0,0.841025641,2.733333333,1.230769231,-1,0,-2,0,-3,0,-7,0,-3,1.230769231,4,0.111888112,-0.46969697,0.166666667,0.205128205,-0.166666667,0.166666667,0.307692308,1,1,0.123076923,-0.433333333,0.166666667,0,-0.666666667,0.333333333,0,-1,0,0,-0.875,0.125,0,-0.75,0.25,0.246153846,0.8,1,North American
Karl Roberson,1990,10,972.1400092,4,0,0,10193.60086,4,6,295,4.776119403,-146,787.93151,-2777,1082.291199,-6345,4.0398642,-795,3.111357412,-294,5,75,25.50904239,-1337.15,422.6845929,-3753,162.7475474,-5,202.4993697,981,587.872608,806,69.20828732,-39,130.8506148,-3544,28.21950523,-2.454634722,196.9483759,32.38184395,2.183441866,170.4495597,1.527616875,-171.3809524,194.6190476,23.33271553,-21.71378081,219.1573009,24.21514746,-3.058333333,190.6416667,37.98149167,132.014011,222.614011,24.96291585,57.9783948,274.7099238,25.50717311,83.73809524,299.3095238,6.706204993,-154.5492903,185.3760073,North American
Romie Aram,1977,1,984,1,0,0,1000,0,1,26,0.066666667,1,1.6,-36,5.2,-29,0.133333333,1,0,0,0,0,0.326666667,0.166666667,1.4,-25,0.066666667,-11,0.133333333,0,0.666666667,-12,0.733333333,-3,0.2,-21,0.022857143,-0.137142857,0.52,0.0416,0.016045455,0.392045455,0.033333333,0,0.5,0.020895522,-0.124662402,0.561904762,0.066666667,0.333333333,0.333333333,0.066666667,0,0,0.01754386,-0.129699248,0.607142857,0.028205128,0.011312217,0.588235294,0.033333333,-0.185714286,0.314285714,Middle Eastern
Sanae Kikuta,1971,1,1017.403778,0,1,0,1030.561226,1,0,29,0,0,1.726618705,4,4.316546763,-6,0.431654676,2,0.431654676,1,0,0,0.78057554,3.616666667,1.510791367,3,0,0,0.215827338,1,0.215827338,-2,0,-1,1.510791367,7,0.107913669,-0.3,0.2,0.130804447,-0.181818182,0.212121212,0.215827338,1,1,0.100719424,-0.333333333,0.2,0,0,1,0.215827338,1,1,0.215827338,0.25,0.25,0,-1,0,0.100719424,0.466666667,1,Asian
Nick Catone,1981,8,1000.941926,0,1,0,8022.137392,4,4,238,0,-49,376.2132573,-1959,616.1930653,-845,46.43096768,523,0.92,-231,8.076923077,40,73.87840006,666.05,222.1346186,-663,44.91477721,-524,109.1638615,-772,168.5311967,-2214,96.40625771,-341,111.2758028,596,9.660636131,-4.214953792,105.7795299,11.42302294,5.91647853,96.97330193,8.432140857,72.55479798,192.5333333,8.009730449,0.310431866,128.940023,9.320961623,-52.22435824,52.40497076,18.57733162,17.93650794,27.85714286,6.153160898,-16.25297572,124.4094333,12.04993326,-37.94678361,39.24159174,14.34597918,43.89076859,92.37222222,North American
Alex Reyes,1986,2,970.2473472,2,0,0,2034.505634,0,2,68,0,-5,19.96980606,-121,21.07072349,-117,0,0,0,0,0,0,0.246196725,0.2,9.56683312,-85,5.239809546,-28,5.163163396,-8,15.48949019,-93,4.480315875,-23,0,-5,0.756136699,-1.064777328,2,0.773965322,-1,2,0,0,5,0.402077077,-1.416447334,2.374028857,1.158053652,-0.276923077,1.923076923,1.860411102,0,0,0.640692138,-0.896969697,2.303030303,1.126466148,-1.466666667,1.2,0,-3,2,North American
Carlos Condit,1984,19,1014.717245,1,0,1,20318.62179,9,10,579,50.4434782,-32,8467.334211,18035,14722.96716,71365,95.02964453,-4609,104.281775,-5,108.5283878,954,253.7802716,-4756.283333,4880.841156,14487,1767.923877,5233,1818.569177,-1685,6923.58124,20081,659.2314537,1497,884.5215174,-3543,93.7720057,-376.4650639,1172.198756,128.4277477,-165.0988437,1053.613096,46.21297787,-944.9,1054.683333,76.44328733,-322.7212223,1445.529226,116.2237906,-510.5490109,639.4959333,171.195413,521.0435883,1112.768051,82.40212539,-131.4256455,1540.769813,92.17151783,-262.0171717,1094.154545,102.2365945,-256.1132616,1189.521442,North American
Mounir Lazzez,1987,4,1002.220834,1,0,0,4088.983873,2,2,138,0,-4,270.5566381,448,271.6233048,406,0.266666667,-1,0,-16,0,0,2.028315412,6.783333333,63.7483871,450,95.3824007,108,111.4258503,-110,264.3265306,439,5.830107527,27,0.4,-18,15.47426248,6.505745583,15.99438096,15.47652625,6.493494079,15.94817291,0.066666667,-3.25,25.75,1.859892964,-2.284661798,19.0427502,21.63168142,1.621863799,4.25,20.22703342,5.396371363,9.868421053,13.92272225,2.576587046,16.11251944,1.955053763,7.004761905,26.9047619,0.066666667,-3,26,Middle Eastern
Brian Johnston,0,1,984,1,0,0,1000,0,1,1997,0,0,2.769230769,-3,2.769230769,-6,0,-1,0,-1,0,0,0,0,2.769230769,-3,0,0,0,0,1.846153846,2,0.923076923,-1,0,-4,0.276923077,0.171428571,0.571428571,0.276923077,0.1,0.5,0,-1,0,0.276923077,0.171428571,0.571428571,0,0,1,0,0,1,0.263736264,0.321428571,0.75,0.307692308,0.166666667,0.5,0,-0.571428571,0.428571429,North American
Greg Soto,1986,3,987.476018,1,0,0,3063.760814,1,2,73,0,0,34.89275362,165,60.4115942,385,0.8,-1,2.666666667,-9,0,0,4.241642512,22.16666667,24.68985507,108,9.147826087,70,1.055072464,-13,8.336231884,-12,8.336231884,-15,18.22028986,192,1.341181717,3.149950423,9.65764273,1.366520126,1.749196402,7.949647942,0.114285714,-3.452380952,8.833333333,1.286855562,3.077740803,10.16307692,1.542956522,5.54,10.2,0.2647343,-1.185185185,9.148148148,0.666378612,0.205020704,10.34166667,2.680193237,10.07350097,11.07350097,2.709178744,8.921568627,9.588235294,North American
Simeon Thoresen,1984,3,983.382409,2,0,0,3003.345321,1,2,85,0,-4,50.58842105,-82,58.17789474,-630,0.731578947,1,0.394736842,-15,0.131578947,-8,2.626140351,-0.566666667,32.74,-159,9.808421053,8,8.04,69,39.37894737,-10,10.28842105,44,0.921052632,-116,0.630537397,0.962304971,9.316024297,0.655500214,-0.254065329,7.86159461,0.632894737,4.75,9.5,0.463428571,0.092378301,9.59850075,1.299578947,1.185714286,4.985714286,1.485,8.625,10.75,0.56902181,1.101826951,9.866094941,1.391578947,2.142857143,6.642857143,0.092105263,-8.646666667,4.653333333,European
Sheymon Moraes,1990,5,988.1818514,2,0,0,5098.597313,2,3,141,1.2,-23,185.7433401,-473,193.221501,-1025,0,-20,0,-19,0,-1,2.442528736,-59.83333333,60.39220604,-525,68.34692974,115,57.00420431,-63,160.8743746,-284,20.6,11,4.268965517,-200,4.840288863,4.708518476,34.78463559,4.875548832,3.099526179,32.64759265,0,-2.533333333,52.46666667,2.039024666,-3.397082661,38.36281079,6.053746799,2.567821068,23.98095238,9.743229455,11.84571429,16.04571429,4.734125909,5.60217962,37.27025903,1.433566434,3.808258408,37.3047619,0.278965517,-28.45606061,22.39393939,South American
Zach Reese,1994,1,983.4135783,1,0,0,987.2603085,0,1,29,0,0,2.201834862,-5,5.504587156,-2,0,-1,0.550458716,1,0,0,0,-1.416666667,1.651376147,-4,0,-1,0.550458716,0,0.550458716,-3,0.550458716,1,1.100917431,-3,0.440366972,0.05,0.25,0.458715596,0.083333333,0.25,0,-1,0,0.412844037,0.05,0.3,0,-1,0,0.550458716,0,0,0.275229358,-0.5,0,0.550458716,1,1,0.550458716,0.375,0.375,North American
Daniel Teymur,1988,5,957.5488539,1,0,0,5000.835524,1,4,152,0,-1,94.4844471,-247,125.7362344,-590,2.526126126,-62,5.474452555,-65,0,0,10.38399327,-22.56666667,59.32972464,-375,11.48375472,-142,23.67096774,270,59.69845466,75,12.65085731,-54,22.13513514,-268,3.238709376,-2.443530862,29.89006468,3.444122665,-1.107803166,29.50189061,1.637237237,-6.833333333,36.5,3.034725485,-2.336373405,32.47397988,2.59197354,-15.82243057,13.55852181,0.809938091,-33.56060606,9.666666667,3.83306544,-3.367687307,27.42194118,1.756383363,-29.18939394,6.340909091,1.814843935,-18.020145,20.30510753,European
Jess Liaudin,0,5,983.3386659,3,0,0,5050.993393,2,3,10038,1.92,-17,128.3040741,-670,236.1174074,-1872,9.133333333,-55,5.140740741,67,0,-16,16.39441975,-72.65,78.56,-392,9.28,-207,40.46407407,-71,70.50407407,117,37.92,-376,19.88,-411,6.244709093,-10.05123505,17.98010823,6.937351883,-8.088785521,9.949145299,2.241025641,0.706293706,22.09090909,1.768131148,-11.57789673,22.27346939,1.874285714,-37.28571429,0,9.147037037,9.3,36.6,5.423356026,-1.439662857,37.57932264,3.229333333,1.97593985,17.37593985,2.075238095,-6.404761905,22.66666667,European
Alex Morono,1990,19,1072.6199,1,0,0,19317.34262,12,6,561,55.81450419,-25,12327.0834,3999,14210.73462,9283,57.86666667,-1483,77.08891358,450,17.94392523,-116,142.3017282,-1462.3,10209.07123,48706,1716.965417,-32125,401.0467532,-12582,10873.12025,5016,831.5674659,-634,622.3956831,-383,146.5014519,-140.8063434,1388.812225,154.1027921,-116.8691091,1332.204296,22.02,-700.3333333,1439.366667,156.122726,103.9407468,1703.690138,143.9665891,-239.7780021,722.4478113,97.17022311,-873.8093129,496.5096348,142.8610852,-118.3990068,1443.466076,90.65755623,-256.1695681,1142.637918,65.26198061,-1.443916541,1638.396682,North American
Kyle Noke,1980,12,987.9023023,3,0,0,12008.03843,6,6,398,88.28724048,-67,2784.90185,4490,3430.693248,-3198,47.18804481,-294,8.572251239,-355,4.266666667,60,60.82323332,-1084.733333,1486.886809,-4624,421.8292018,2771,876.1858395,6343,1814.491755,5544,74.97095364,-70,895.439142,-984,67.46348951,84.60843058,427.2603135,71.51907402,67.35497829,357.5599131,22.45383602,13.54761905,481.1666667,56.49099662,7.886068198,437.0805246,54.77147355,175.2558103,431.3670635,73.82549258,195.0699662,378.2,59.61407445,113.6539268,472.1346915,18.18515566,-25.58230103,417.1244589,86.82553776,18.78894488,284.4208145,Pacific Islanders
Mike Santiago,1989,3,952.8584289,3,0,0,2970.779643,0,3,86,0,0,16.16227758,-122,28.74970344,-359,1.013523132,-8,0.533333333,2,0.266666667,-2,1.462451562,-25.25,9.707236062,-197,3.680664294,43,2.774377224,32,4.534282325,-1,7.361328588,72,4.266666667,-193,0.210394848,-8.438094766,2.621417798,0.243843509,-8.073739381,2.51855022,0.297169971,-6.761904762,2.952380952,0.177918997,-8.761549235,2.659879336,0.262904592,2.842857143,13.2,0.268114487,2.512820513,13,0.142749266,-8.932594678,3.056910569,0.280698187,-6.917748918,3.272727273,0.193939394,-9.716006216,1.374902875,North American
Cole Smith,1989,3,983.9549673,2,0,0,3015.610757,1,2,91,0,-10,24.06666667,-156,52.06666667,-169,1.6,-25,1.933333333,27,0,-5,4.736666667,-14.81666667,11.53333333,-215,7.266666667,54,5.266666667,5,16.2,-62,4.2,-14,3.666666667,-80,0.309879497,-4.287277635,5.064529915,0.468226838,-3.270642089,3.705955335,0.317777778,-2.858333333,6.375,0.269790851,-4.155777185,5.797360054,0.339521368,-6.823846154,2.083333333,0.373870574,-3.891941392,4.5,0.249387496,-4.165050086,6.094137466,0.552777778,-2.500541126,3.207792208,0.666666667,-2.223809524,1.776190476,North American
Scott Ferrozzo,1965,2,1000,1,0,0,2016,1,1,64,0,-4,3.734439834,-9,7.842323651,23,0.248962656,2,0.124481328,1,0,0,0,0,2.863070539,-16,0.746887967,6,0.124481328,1,0.248962656,-7,1.369294606,9,2.116182573,-11,0.088915234,-2.885714286,1.4,0.100542611,-2.763736264,1.428571429,0.124481328,1,5,0.081802015,-2.942857143,1.4,0.124481328,1,5,0.124481328,1,5,0.082987552,-2.333333333,2,0.080546742,-0.352941176,4,0.096190117,-2.338383838,1.888888889,North American
Tony Kelley,1987,4,1001.971873,1,0,0,4042.955715,2,2,135,0,-16,177.3599119,195,242.148448,692,0,-25,1.066666667,12,0,0,3.995834087,-13.4,82.73630749,-208,70.65734293,267,23.96626146,136,120.7797317,-110,34.2018018,184,22.37837838,121,2.315723889,-2.112304251,15.00192385,2.527071251,-0.82051512,14.27445933,0,-2.333333333,27.66666667,2.102541095,-2.068603943,17.35684787,2.438214263,-10.50338831,4.384305835,3.239544772,16.00977444,26.05263158,2.153591467,-2.147312059,16.70725977,0.932221832,-9.612554113,10.66666667,0.658187599,-11.91176471,12,North American
Bristol Marunde,1982,2,968.7363068,2,0,0,2000,0,2,62,0,-6,1.512605042,-93,2.088835534,-97,0.216086435,3,0,0,0,0,0.172869148,-0.766666667,1.224489796,-69,0.144057623,-11,0.144057623,-13,1.224489796,-55,0.288115246,-9,0,-29,0.018674136,-2.868945869,1.871794872,0.022460597,-2.85483871,1.833333333,0.024009604,0.333333333,5,0.015902465,-2.602949593,2.176271186,0.072028812,-3.6,0.4,0.072028812,-3.7,0.3,0.017006803,-3.053932179,1.70995671,0.032012805,-0.205555556,4.35,0,-3.007936508,1.992063492,North American
Sean Strickland,1991,20,1138.058987,0,3,1,20900.3652,15,5,557,91.76505643,660,19592.65554,91413,20674.96816,99912,97.34136726,1285,6.61978022,97,0,0,195.6393053,2819.183333,15998.96329,167904,2952.205003,-32527,641.4872392,-43964,18110.66613,79915,551.247157,2744,930.7422499,8754,133.4422421,100.5217418,1671.08234,135.1054894,98.91408128,1643.269617,58.48664735,779.0357143,2662.535714,121.3919296,455.4761926,2144.056912,193.0793823,163.9943145,1004.397059,128.5808422,-456.6389801,531.6488987,130.5082312,92.58963991,1696.620792,88.95805303,381.127381,1969.6,52.85556614,615.3514237,2774.893162,North American
Joe Soto,1987,8,983.6914596,2,0,0,8237.811776,3,5,233,0,-73,321.6515745,-1765,462.2509294,-41,19.6360787,21,25.00823987,116,0,0,20.54164143,123.2333333,256.3991427,-1078,15.78514023,-688,49.46729161,1,270.1907687,-1643,7.2,-142,44.26080586,20,46.77960423,14.79188614,132.5430125,47.08909285,19.11605344,132.328433,18.23136912,57.84632035,195.5606061,60.39024588,32.27944784,144.2809492,3.205743262,-87.36428571,69.88571429,18.93568731,-36.27955182,91.23809524,46.5624998,20.68043358,142.1069118,1.8,-24,153,4.022161172,-21.47402597,123.775974,North American
Ramiro Hernandez,1986,2,969.5248473,2,0,0,2017.285933,0,2,55,0,-5,14.0952381,-162,15.80952381,-160,0,0,0,-1,0,0,0,-0.7,10.78095238,-92,1.923809524,-60,1.39047619,-10,14.0952381,-157,0,-4,0,-1,0.416931217,-0.339316239,3.14957265,0.46967847,-0.277777778,3.14957265,0,0,5,0.312058453,-0.218934144,3.487944162,0.580952381,-0.589285714,1.625,1.123809524,0.8,0.8,0.417974514,-0.335684851,3.137554585,0,-1.333333333,3.666666667,0,-0.5,4.5,North American
Steven Siler,1987,9,1008.762371,3,0,0,9149.080898,5,4,231,43.2,-28,1236.44049,209,1653.810151,-2948,5.166866267,-709,17.83353293,-276,5.4,32,42.25133733,-465.1833333,781.1857791,575,166.5741919,188,288.6805195,-554,881.4350312,1163,79.33453094,39,275.6709283,-993,47.82200715,-12.16259202,156.6605203,48.81043747,-21.80701657,122.3930466,1.538955422,-66.22310924,208.8602241,40.98518975,-14.41116647,172.1808589,36.8833706,95.46668895,208.745098,83.93286436,7.233669109,101.2753358,40.12525029,-8.359449386,173.2523161,7.797949271,23.51185002,221.1698565,81.44651995,45.48959171,138.3467346,North American
Trevin Giles,1992,12,1027.163237,1,0,0,12186.60778,7,5,340,6.618661234,-78,1367.099222,1478,1783.863571,-476,41.49171675,-446,24.68943089,-675,19.15401975,-64,126.79244,-520.4,1045.609125,4756,130.6301736,-1062,190.8599237,-2216,1054.190928,37,113.4587062,46,199.4495885,1395,50.63654246,21.00288062,388.5003046,52.79459442,6.392980518,342.9779901,12.29397044,-218.7666667,311.4833333,43.68276016,47.18511628,462.3548024,41.7656485,-106.289881,189.6791667,43.53747229,-76.05168252,229.4483175,48.48917984,13.52412307,408.0586083,23.31179575,-9.934722222,383.2166667,15.44367541,-41.84752252,392.7666667,Black American
John Castaneda,1991,6,1035.992499,0,2,0,6112.455332,4,2,185,4.975516903,38,513.4353794,351,609.6966517,821,17.27042254,194,0.773638968,9,0,0,17.5464973,175.3333333,291.5718498,-774,100.6099089,193,121.2536207,932,461.1892005,658,27.22674039,-509,25.0194385,202,4.110827141,10.38258976,52.16969171,4.443408446,13.26492849,50.50808935,2.578403756,21.66666667,78.66666667,3.50176746,8.273939535,58.26709769,4.681598987,-12.48345405,20.42613636,6.582231145,2.358863811,13.47022579,3.921686704,10.74155137,54.29264616,5.189498806,1.355555556,32.32828283,3.900608362,22.6984127,73.66666667,North American
Mike Rio,1981,4,970.075249,3,0,0,4044.548022,1,3,128,0,-32,43.8912342,-586,56.7726701,-601,1.558616896,-12,1.681243543,-12,0,-3,3.109989471,-19.36666667,28.07362856,-412,11.89107624,-92,3.926529389,-82,26.74491146,-306,17.07581745,-252,0.070505288,-28,3.446433099,-2.125877478,16.89765319,3.719667566,-1.450539209,15.82680957,0.451170201,-18.3030303,10,2.695146259,-2.98631207,18.55654507,6.315895019,-6,6.8,1.669492662,-6.916666667,6.25,2.66279587,-3.066938617,18.48831169,6.482663006,5.651048951,16.86363636,0.035252644,-17.5,12,North American
Collin Hart,1989,1,984,1,0,0,1000,0,1,24,0,0,6.333333333,-18,6.933333333,-15,0.133333333,1,0,-1,0,0,0.236666667,2.85,4.466666667,-26,0.733333333,-2,1.133333333,10,5,-19,1.333333333,3,0,-2,0.029874214,-0.038955758,0.512931034,0.031091181,-0.033632287,0.5,0.011111111,-0.333333333,0.5,0.027402863,-0.047085134,0.541871921,0.040740741,-0.073099415,0.315789474,0.03655914,-0.151612903,0.3,0.028248588,-0.032581866,0.54368932,0.038095238,-0.167701863,0.260869565,0,-0.666666667,0.333333333,North American
Glaico Franca Moreira,1991,3,986.0279711,2,0,1,3062.437236,1,2,74,0,0,37.75756208,-199,63.64951091,-628,1.337547028,-27,0.06772009,1,0,0,1.943689491,-78.01666667,30.93965388,-193,3.008427389,4,3.809480813,-10,20.01369451,-295,16.53860045,213,1.205267118,-117,0.394413185,-1.006572328,7.088953488,0.499358515,-1.568532073,4.954119383,0.136764485,-0.50579479,11.44976077,0.350927996,-1.188333436,7.555647303,0.404386757,2.05,10,0.26874068,-9.481818182,0.5,0.26916393,-2.057897194,7.915455305,0.558629181,2.296969697,7.933333333,0.781704826,5.577922078,7.863636364,South American
Jorge Santiago,1980,6,945.7437386,5,0,0,6145.943657,1,5,173,0.45112782,-44,175.0613974,-780,230.549206,-2912,1.16754573,-180,2.117647059,9,0.705882353,9,4.775367212,-457.6333333,92.42752274,-895,60.66468445,530,21.96919023,-415,109.1036884,-199,59.87976962,472,6.077939361,-1053,2.720433148,-9.955781954,50.47824236,3.230777274,-15.36599232,39.2873919,1.16754573,-28.59090909,57.40909091,2.030148309,-12.11782692,57.87745495,5.370417809,5.980952381,32.02857143,5.81191084,-5.708333333,8.75,2.323525658,-6.767160907,59.01444444,3.959792488,-3.523809524,37.74285714,3.219066983,-12.76397516,36.73602484,South American
