id,event,date,fighter_name,fighter_weight,fighter_height,fighter_reach,fighter_dob,fighter_kd_differential,fighter_str_differential,fighter_td_differential,fighter_sub_differential,fighter_winrate,fighter_winstreak,fighter_losestreak,fighter_totalfights,fighter_totalwins,fighter_record,fighter_titlefights,fighter_titlewins,fighter_age_deviation,fighter_elo,fighter_opp_avg_elo,opponent_name,opponent_weight,opponent_height,opponent_reach,opponent_dob,opponent_kd_differential,opponent_str_differential,opponent_td_differential,opponent_sub_differential,opponent_winrate,opponent_winstreak,opponent_losestreak,opponent_totalfights,opponent_totalwins,opponent_record,opponent_titlefights,opponent_titlewins,opponent_age_deviation,opponent_elo,opponent_opp_avg_elo,result,method,round,time
5875,UFC Fight Night: Arlovski vs. Barnett,"Sep. 03, 2016",Leandro Issa,135 lbs.,"5' 7""","69""","Sep 19, 1983",0,-10.2,1.6,0.6,0.4,0,1,5,2,13-6-0,0,0,2514.0,990.7474889503226,1019.9109515357862,Taylor Lapilus,135 lbs.,"5' 6""","73""","Apr 08, 1992",0.5,22.5,0,0.75,0.75,0,1,4,3,18-3-0,0,0,498.0,1029.3869550185912,1001.5021951334895,loss,U-DEC,3,5:00
5876,UFC Fight Night: Arlovski vs. Barnett,"Sep. 03, 2016",Rustam Khabilov,155 lbs.,"5' 8""","73""","Nov 04, 1986",-0.125,7.25,3.125,-0.125,0.75,2,0,8,6,24-4-0,0,0,1653.0,1073.3562996348694,1056.242081741445,Leandro Silva,155 lbs.,"5' 9""","72""","Nov 11, 1985",0,5.666666666666667,-0.1111111111111111,0.3333333333333333,0.4444444444444444,0,1,9,4,20-6-1 (1 NC),0,0,2052.0,1007.9682937837667,1006.3078674370128,win,U-DEC,3,5:00
5877,UFC Fight Night: Arlovski vs. Barnett,"Sep. 03, 2016",Jim Wallhead,170 lbs.,"5' 10""",--,"Mar 14, 1984",1,-23,0,0,0.0,0,1,1,0,29-11-0,0,0,2736.0,984.0,1016.0,Jessin Ayari,155 lbs.,"6' 0""","73""","May 31, 1992",-1,23,0,0,1.0,1,0,1,1,16-6-0,0,0,264.0,1016.0,984.0,loss,S-DEC,3,5:00
5878,UFC 203: Miocic vs. Overeem,"Sep. 10, 2016",Jessica Andrade,115 lbs.,"5' 1""","62""","Sep 25, 1991",0.1,17,0.4,0,0.6,1,0,10,6,24-12-0,0,0,106.0,1034.9671382163228,1009.0529544540344,Joanne Wood,125 lbs.,"5' 6""","65""","Dec 23, 1985",0.5714285714285714,28.714285714285715,1.8571428571428572,-0.2857142857142857,0.7142857142857143,3,0,7,5,16-8-0,0,0,2010.0,1044.8300588396373,997.8041293165936,win,SUB,1,4:38
5879,UFC 203: Miocic vs. Overeem,"Sep. 10, 2016",Travis Browne,255 lbs.,"6' 6""","79""","Jul 17, 1982",0,-6.133333333333334,0.4,0,0.6666666666666666,0,1,15,10,18-7-1,0,0,3286.0,1112.2671084084525,1093.9634806938911,Fabricio Werdum,231 lbs.,"6' 4""","77""","Jul 30, 1977",-0.06666666666666667,11.166666666666666,0.16666666666666666,0.9,0.7666666666666667,0,1,30,23,24-9-1,3,2,5043.0,1198.3737672398877,1066.67470948603,loss,U-DEC,3,5:00
5880,UFC 203: Miocic vs. Overeem,"Sep. 10, 2016",Bethe Correia,135 lbs.,"5' 5""","64""","Jun 22, 1983",-0.16666666666666666,16.666666666666668,0,-0.16666666666666666,0.6666666666666666,0,2,6,4,11-6-1,1,0,2862.0,1023.6006267018741,993.3167940567527,Jessica Eye,125 lbs.,"5' 6""","66""","Jul 27, 1986",-0.14285714285714285,-2.2857142857142856,-1,-0.7142857142857143,0.14285714285714285,0,3,7,1,15-11-0 (1 NC),0,0,1774.0,970.5553882432038,1061.2484609761439,win,S-DEC,3,5:00
5881,UFC 203: Miocic vs. Overeem,"Sep. 10, 2016",Urijah Faber,135 lbs.,"5' 6""","67""","May 14, 1979",0.10344827586206896,2.0689655172413794,0.06896551724137931,0.6896551724137931,0.7241379310344828,0,1,29,21,35-11-0,16,9,4411.0,1140.4746737533533,1047.5434680436624,Jimmie Rivera,135 lbs.,"5' 4""","68""","Jun 29, 1989",0.5,11.5,0.75,0,1.0,4,0,4,4,23-5-0,0,0,586.0,1062.5908905010142,999.1385351669408,loss,U-DEC,3,5:00
5882,UFC 203: Miocic vs. Overeem,"Sep. 10, 2016",Jason Gonzalez,155 lbs.,"6' 2""","74""","Feb 28, 1990",-1,-10,0,0,0.0,0,1,1,0,11-5-0,0,0,566.0,983.9439414308729,1014.8387572262959,Drew Dober,155 lbs.,"5' 8""","70""","Oct 19, 1988",0.1,-4.1,-0.3,-0.1,0.5,2,0,10,5,26-12-0 (1 NC),0,0,1063.0,1014.8387572262959,996.9348813541799,loss,KO/TKO,1,1:45
5883,UFC 203: Miocic vs. Overeem,"Sep. 10, 2016",Caio Magalhaes,185 lbs.,"6' 1""","73""","Dec 14, 1987",0.375,-1.125,0,0.375,0.625,0,1,8,5,10-3-0,0,0,947.0,1033.1536368240797,1004.763040642453,Brad Tavares,185 lbs.,"6' 1""","74""","Dec 21, 1987",-0.21428571428571427,6.928571428571429,0.6428571428571429,-0.6428571428571429,0.7142857142857143,0,1,14,10,20-9-0,0,0,876.0,1073.224471221815,1018.173423786033,loss,S-DEC,3,5:00
5884,UFC 203: Miocic vs. Overeem,"Sep. 10, 2016",Michael McBride,155 lbs.,"6' 1""",--,"Mar 09, 1986",0,-22,-5,-1,0.0,0,1,1,0,8-3-0,0,0,2018.0,988.206282868036,1105.3280056197673,Nik Lentz,145 lbs.,"5' 8""","68""","Aug 13, 1984",-0.16666666666666666,7.611111111111111,1.2222222222222223,0.6111111111111112,0.6666666666666666,2,0,18,12,30-12-2 (1 NC),0,0,2591.0,1105.3280056197673,1030.3601900060196,loss,KO/TKO,2,4:17
5885,UFC 203: Miocic vs. Overeem,"Sep. 10, 2016",Yancy Medeiros,155 lbs.,"5' 10""","75""","Sep 07, 1987",0.15384615384615385,-2.1538461538461537,-0.3076923076923077,0.23076923076923078,0.6153846153846154,0,1,13,8,15-8-0 (1 NC),0,0,1352.0,1061.7380412388036,1038.9901497325786,Sean Spencer,170 lbs.,"5' 10""","74""","Jun 25, 1987",0.25,-3.5,-2.625,-1,0.375,0,2,8,3,12-6-0,0,0,1328.0,980.0966585345557,1027.0564062901317,win,SUB,2,0:49
5886,UFC 203: Miocic vs. Overeem,"Sep. 10, 2016",Stipe Miocic,240 lbs.,"6' 4""","80""","Aug 19, 1982",0.25,16.833333333333332,1.3333333333333333,0,0.8333333333333334,3,0,12,10,20-4-0,1,1,3197.0,1136.8230452332518,1067.359344757462,Alistair Overeem,265 lbs.,"6' 4""","80""","May 17, 1980",0.2826086956521739,13.065217391304348,0.30434782608695654,0.30434782608695654,0.7391304347826086,4,0,46,34,47-19-0 (1 NC),2,2,4015.0,1231.7130211047636,1060.4034355058172,win,KO/TKO,1,4:27
5887,UFC 203: Miocic vs. Overeem,"Sep. 10, 2016",CM Punk,170 lbs.,"6' 1""","73""","Oct 26, 1978",0,-20,-1,-2,0.0,0,1,1,0,0-1-0 (1 NC),0,0,4709.0,985.4023736484061,1045.1281248226185,Mickey Gall,170 lbs.,"6' 2""","74""","Jan 22, 1992",0.6666666666666666,6,0.3333333333333333,1.3333333333333333,1.0,3,0,3,3,7-5-0,0,0,127.0,1045.1281248226185,979.6239583924604,loss,SUB,1,2:14
5888,UFC Fight Night: Poirier vs. Johnson,"Sep. 17, 2016",Gabriel Benitez,155 lbs.,"5' 8""","71""","Jun 15, 1988",-0.25,7.75,-2.25,2.75,0.75,0,1,4,3,23-11-0,0,0,895.0,1027.0793388620302,989.2322986241545,Sam Sicilia,145 lbs.,"5' 8""","67""","Feb 01, 1986",-0.08333333333333333,-2.9166666666666665,0.8333333333333334,0,0.5833333333333334,0,1,12,7,15-8-0,0,0,1767.0,1025.0329937800263,998.9847535429311,win,SUB,2,1:20
5889,UFC Fight Night: Poirier vs. Johnson,"Sep. 17, 2016",Maximo Blanco,145 lbs.,"5' 8""","71""","Oct 16, 1983",0,9.5,-0.2,-0.7,0.4,0,1,10,4,12-8-1 (1 NC),0,0,2656.0,986.6231814558855,1018.0329009228166,Chas Skelly,145 lbs.,"5' 11""","72""","May 11, 1985",0,-15.142857142857142,-0.7142857142857143,1.4285714285714286,0.5714285714285714,0,1,7,4,19-3-0 (1 NC),0,0,2131.0,1023.6272708853508,1020.6440187668039,loss,SUB,1,0:19
5890,UFC Fight Night: Poirier vs. Johnson,"Sep. 17, 2016",Randy Brown,170 lbs.,"6' 3""","78""","Jul 08, 1990",0,1,-0.6666666666666666,0.6666666666666666,0.6666666666666666,0,1,3,2,17-5-0,0,0,289.0,1012.1120139961957,981.8351105885243,Erick Montano,170 lbs.,"6' 0""","73""","Nov 19, 1985",0,22,1,0,1.0,2,0,2,2,7-5-0,2,2,1834.0,1030.5304984710244,976.7347507644877,win,SUB,3,0:18
5891,UFC Fight Night: Poirier vs. Johnson,"Sep. 17, 2016",Derek Brunson,185 lbs.,"6' 1""","77""","Jan 04, 1984",0.23076923076923078,3.4615384615384617,1.2307692307692308,0.38461538461538464,0.8461538461538461,4,0,13,11,23-9-0,0,0,2611.0,1121.6585805551579,1013.2461556345438,Uriah Hall,185 lbs.,"6' 0""","79""","Jul 31, 1984",0.2727272727272727,3.909090909090909,-0.09090909090909091,0,0.5454545454545454,0,1,11,6,18-11-0,2,0,2303.0,1036.0309149661568,1036.5647338053682,win,KO/TKO,1,1:41
5892,UFC Fight Night: Poirier vs. Johnson,"Sep. 17, 2016",Antonio Carlos Junior,185 lbs.,"6' 2""","79""","Mar 16, 1990",0,-4.833333333333333,2.1666666666666665,0.6666666666666666,0.5,0,1,6,3,11-5-0 (1 NC),2,2,375.0,1014.365662672208,1012.2470043487101,Leonardo Guimaraes,185 lbs.,"6' 0""",--,"Apr 15, 1982",0,7,-2,0,0.0,0,2,2,0,11-5-0 (1 NC),0,0,3240.0,967.9457813352998,1007.0369687856819,win,SUB,3,4:46
5893,UFC Fight Night: Poirier vs. Johnson,"Sep. 17, 2016",Roan Carneiro,170 lbs.,"5' 11""","76""","Jun 02, 1978",-0.2,-4.5,2,0.5,0.3,0,1,10,3,21-11-0,0,0,4653.0,969.1825903454144,1062.3907706024563,Kenny Robertson,170 lbs.,"5' 10""","74""","Feb 14, 1984",0.1,6.6,-0.4,0.2,0.5,0,1,10,5,15-5-0,0,0,2359.0,1021.4043984905524,1037.7590682236357,win,S-DEC,3,5:00
5894,UFC Fight Night: Poirier vs. Johnson,"Sep. 17, 2016",Ricky Glenn,155 lbs.,"6' 0""","70""","Apr 12, 1989",0,-86,-3,-2,0.0,0,1,1,0,22-7-2,0,0,895.0,987.8026664772411,1096.3808430109473,Evan Dunham,155 lbs.,"5' 10""","70""","Dec 18, 1981",-0.1111111111111111,26.38888888888889,0.6111111111111112,0.4444444444444444,0.6666666666666666,4,0,18,12,18-9-1,0,0,3567.0,1096.3808430109473,1049.5333932574804,loss,U-DEC,3,5:00
5895,UFC Fight Night: Poirier vs. Johnson,"Sep. 17, 2016",Joey Gomez,135 lbs.,"5' 10""","73""","Jul 21, 1986",-1,-37,0,0,0.0,0,2,2,0,6-2-0,0,0,1647.0,972.1107642705447,1051.6007008288698,Jose Quinonez,135 lbs.,"5' 8""","69""","Jul 28, 1990",0,-0.3333333333333333,1.6666666666666667,1.3333333333333333,0.3333333333333333,1,0,3,1,9-5-0,2,0,46.0,985.4695015289755,1000.0,loss,U-DEC,3,5:00
5896,UFC Fight Night: Poirier vs. Johnson,"Sep. 17, 2016",Michael Johnson,155 lbs.,"5' 10""","73""","Jun 04, 1986",0.5333333333333333,4.733333333333333,-0.4666666666666667,-0.4666666666666667,0.5333333333333333,0,2,15,8,22-19-0,2,0,1665.0,1044.7559309288722,1051.0120807963103,Dustin Poirier,155 lbs.,"5' 9""","72""","Jan 19, 1989",0.45,11.55,0.35,0.5,0.75,4,0,20,15,29-8-0 (1 NC),0,0,873.0,1140.6148341814114,1025.9324822801257,win,KO/TKO,1,1:35
5897,UFC Fight Night: Poirier vs. Johnson,"Sep. 17, 2016",Islam Makhachev,155 lbs.,"5' 10""","70""","Oct 27, 1991",-0.3333333333333333,17,2,0.6666666666666666,0.6666666666666666,0,1,3,2,24-1-0,0,0,383.0,1014.9274821043748,1002.741725339952,Chris Wade,155 lbs.,"5' 10""","70""","Sep 30, 1987",0.14285714285714285,0.8571428571428571,1.1428571428571428,0.5714285714285714,0.8571428571428571,0,1,7,6,12-3-0,0,0,1323.0,1068.9516821078823,1000.5825623489396,win,U-DEC,3,5:00
5898,UFC Fight Night: Poirier vs. Johnson,"Sep. 17, 2016",Augusto Montano,170 lbs.,"6' 1""","73""","Oct 25, 1984",0,16,-2,0,0.6666666666666666,0,1,3,2,15-3-0,0,0,2063.0,1013.6934400570223,992.9668406009414,Belal Muhammad,170 lbs.,"5' 11""","72""","Jul 09, 1988",-3,-9,2,0,0.0,0,2,2,0,23-3-0 (1 NC),0,0,1100.0,973.2171981755408,1063.6289985379226,loss,KO/TKO,3,4:19
5899,UFC Fight Night: Poirier vs. Johnson,"Sep. 17, 2016",Alejandro Perez,135 lbs.,"5' 6""","67""","Sep 02, 1989",-0.16666666666666666,9.333333333333334,-0.8333333333333334,-0.6666666666666666,0.6666666666666666,2,0,6,4,23-9-1,2,2,752.0,1039.487524012363,983.4677390053953,Albert Morales,135 lbs.,"5' 9""","72""","May 25, 1991",0,18,-1,0,0.0,0,0,1,0,7-4-1,0,0,122.0,1001.8968587889834,1039.487524012363,draw,M-DEC,3,5:00
5900,UFC Fight Night: Cyborg vs. Lansberg,"Sep. 24, 2016",Renan Barao,145 lbs.,"5' 6""","70""","Jan 31, 1987",0.14285714285714285,0.42857142857142855,1,0.5,0.7857142857142857,0,2,14,11,34-9-0 (1 NC),6,4,1586.0,1108.5583741941782,1052.2189886878589,Phillipe Nover,145 lbs.,"5' 9""","72""","Feb 03, 1984",0,-7.166666666666667,-3.1666666666666665,0.8333333333333334,0.16666666666666666,0,1,6,1,11-8-1,2,0,2508.0,947.0364089908965,1016.8878878455351,win,U-DEC,3,5:00
5901,UFC Fight Night: Cyborg vs. Lansberg,"Sep. 24, 2016",Gilbert Burns,170 lbs.,"5' 10""","71""","Jul 20, 1986",-0.25,-8.125,1.375,1.125,0.875,1,0,8,7,22-6-0,0,0,1820.0,1078.608877776427,988.8773404975084,Michel Prazeres,170 lbs.,"5' 6""","67""","Jul 25, 1981",0.1111111111111111,-4.777777777777778,3.4444444444444446,-0.1111111111111111,0.6666666666666666,3,0,9,6,26-4-0,0,0,3657.0,1048.2599816886425,998.1325478085514,loss,U-DEC,3,5:00
5902,UFC Fight Night: Cyborg vs. Lansberg,"Sep. 24, 2016",Luan Chagas,170 lbs.,"6' 0""","75""","Jun 17, 1993",1,18,0,-1,0.0,0,0,2,0,15-3-1,0,0,758.0,1005.6353569153212,1060.4910287484092,Erick Silva,170 lbs.,"6' 0""","74""","Jun 21, 1984",0.07142857142857142,-9.428571428571429,-0.8571428571428571,0.14285714285714285,0.5714285714285714,0,2,14,8,19-9-0 (1 NC),0,0,2455.0,1038.5227271177173,1042.3101712990797,loss,SUB,3,3:57
5903,UFC Fight Night: Cyborg vs. Lansberg,"Sep. 24, 2016",Mike de la Torre,145 lbs.,"5' 11""","71""","Sep 22, 1986",0,-2.857142857142857,-1,-0.5714285714285714,0.2857142857142857,1,0,7,2,14-7-0 (1 NC),0,0,1534.0,994.9823398828185,1017.8196098999844,Godofredo Pepey,145 lbs.,"5' 7""","73""","Jul 02, 1987",0.2,-4.4,-1.1,0.7,0.5,0,1,10,5,13-6-0,2,0,1489.0,1009.2599175592235,1005.2560408360365,loss,SUB,1,3:03
5904,UFC Fight Night: Cyborg vs. Lansberg,"Sep. 24, 2016",Paul Felder,155 lbs.,"5' 11""","70""","Apr 25, 1984",-0.14285714285714285,7.428571428571429,-2.142857142857143,0.42857142857142855,0.7142857142857143,2,0,7,5,17-6-0,0,0,2597.0,1053.8489787525432,1039.4936567668522,Francisco Trinaldo,170 lbs.,"5' 9""","70""","Aug 24, 1978",0.2,10.933333333333334,-0.6666666666666666,0,0.7333333333333333,6,0,15,11,28-9-0,0,0,4653.0,1103.5218688531736,1013.5466335744746,loss,KO/TKO,3,2:25
5905,UFC Fight Night: Cyborg vs. Lansberg,"Sep. 24, 2016",Jussier Formiga,125 lbs.,"5' 5""","67""","Apr 14, 1985",-0.5,-14.25,0.875,0,0.5,0,1,8,4,23-8-0,0,0,2053.0,1024.138232438693,1064.8511223149555,Dustin Ortiz,125 lbs.,"5' 5""","65""","Dec 25, 1988",0,8.833333333333334,-0.75,-0.75,0.75,0,1,12,9,19-8-0,0,0,772.0,1072.92844258954,1008.4397571255022,win,U-DEC,3,5:00
5906,UFC Fight Night: Cyborg vs. Lansberg,"Sep. 24, 2016",Gregor Gillespie,155 lbs.,"5' 7""","71""","Nov 13, 1986",0,-2,5,0,1.0,1,0,1,1,14-1-0,0,0,1783.0,1016.7916877823324,1000.4136445377059,Glaico Franca Moreira,155 lbs.,"6' 0""","77""","Feb 28, 1991",0,-11.75,0.75,0.5,0.5,0,2,4,2,15-5-0,2,2,215.0,1000.4136445377059,1018.187624846328,win,U-DEC,3,5:00
5907,UFC Fight Night: Cyborg vs. Lansberg,"Sep. 24, 2016",Lina Lansberg,135 lbs.,"5' 7""","65""","Mar 13, 1982",0,-70,-2,0,0.0,0,1,1,0,10-8-0,0,0,3489.0,989.9524794894206,1145.8173919672518,Cristiane Justino,145 lbs.,"5' 8""","68""","Jul 09, 1985",1.2142857142857142,39.357142857142854,0.35714285714285715,0.14285714285714285,0.8571428571428571,12,0,14,12,21-2-0 (1 NC),6,4,2275.0,1145.8173919672518,999.7082871046606,loss,KO/TKO,2,2:29
5908,UFC Fight Night: Cyborg vs. Lansberg,"Sep. 24, 2016",Vicente Luque,170 lbs.,"5' 11""","75""","Nov 27, 1991",0,3,-2.5,1,0.5,2,0,4,2,22-9-1,0,0,136.0,1004.7551337308385,1009.7750790164671,Hector Urbina,170 lbs.,"5' 11""","73""","Sep 17, 1987",0,-10.333333333333334,-3.3333333333333335,2.3333333333333335,0.6666666666666666,0,1,3,2,17-10-1,0,0,1167.0,1014.2284513902476,997.7430259049179,win,KO/TKO,1,1:00
5909,UFC Fight Night: Cyborg vs. Lansberg,"Sep. 24, 2016",Roy Nelson,263 lbs.,"6' 0""","73""","Jun 20, 1976",0.2857142857142857,-25,0.3333333333333333,0.09523809523809523,0.42857142857142855,0,1,21,9,22-14-0,2,2,5502.0,1027.935825123973,1097.9918418844882,Antonio Silva,264 lbs.,"6' 4""","82""","Sep 14, 1979",0,-0.05,-0.05,0.3,0.55,0,2,20,11,19-12-1,1,0,4261.0,1057.449889448648,1086.6160125572248,win,KO/TKO,2,4:10
5910,UFC Fight Night: Cyborg vs. Lansberg,"Sep. 24, 2016",Alan Patrick,155 lbs.,"5' 11""","74""","Jul 19, 1983",0.16666666666666666,1.8333333333333333,2,0,0.8333333333333334,2,0,6,5,15-4-0 (1 NC),0,0,2807.0,1060.4779736897544,1006.1207088258731,Stevie Ray,155 lbs.,"5' 10""","70""","Mar 25, 1990",0.25,18.25,0.25,1,1.0,4,0,4,4,23-9-0,0,0,219.0,1055.8206095542557,962.38483825993,win,U-DEC,3,5:00
5911,UFC Fight Night: Cyborg vs. Lansberg,"Sep. 24, 2016",Thiago Santos,205 lbs.,"6' 2""","76""","Jan 07, 1984",0.5,4.5,-0.3,-0.3,0.6,0,1,10,6,22-11-0,0,0,2747.0,1047.8841385751687,1034.8916040954891,Eric Spicely,185 lbs.,"6' 1""","73""","Sep 29, 1986",0,-1,0,-1,0.0,0,2,2,0,12-6-0,0,0,1755.0,969.0933491204896,1019.2557296323303,loss,SUB,1,2:58
5912,UFC Fight Night: Cyborg vs. Lansberg,"Sep. 24, 2016",Michinori Tanaka,135 lbs.,"5' 5""","67""","Oct 04, 1990",0,6.25,2.25,-1,0.75,1,0,4,3,11-3-0,0,0,96.0,1030.293149020637,1000.1791329268074,Rani Yahya,135 lbs.,"5' 6""","67""","Sep 12, 1984",-0.047619047619047616,0.5238095238095238,1,1.0476190476190477,0.6666666666666666,4,0,21,14,28-11-1 (1 NC),1,0,2502.0,1095.6208898278037,1010.5188552698736,loss,U-DEC,3,5:00
5913,UFC Fight Night: Lineker vs. Dodson,"Oct. 01, 2016",Shamil Abdurakhimov,235 lbs.,"6' 3""","76""","Sep 02, 1981",0,-1.3333333333333333,-0.6666666666666666,0,0.3333333333333333,1,0,3,1,20-8-0,0,0,3465.0,986.3798004424561,1006.292653370172,Walt Harris,250 lbs.,"6' 5""","77""","Jun 10, 1983",0.8333333333333334,-5.333333333333333,-0.5,0,0.3333333333333333,2,0,6,2,13-10-0 (1 NC),0,0,2881.0,976.2683441174387,1001.9212528387247,win,S-DEC,3,5:00
5914,UFC Fight Night: Lineker vs. Dodson,"Oct. 01, 2016",Curtis Blaydes,265 lbs.,"6' 4""","80""","Feb 18, 1991",0,-12,2,0,0.0,0,2,2,0,17-4-0 (1 NC),0,0,58.0,972.1260693796585,1051.7662769569924,Cody East,245 lbs.,"6' 3""",--,"Jun 29, 1988",-1,-5,0,0,0.0,0,2,2,0,12-3-0,0,0,1035.0,964.2750268961821,967.7616874450141,win,KO/TKO,2,2:02
5915,UFC Fight Night: Lineker vs. Dodson,"Oct. 01, 2016",Will Brooks,155 lbs.,"5' 10""","72""","Oct 08, 1986",0,44,1.6666666666666667,-3.3333333333333335,1.0,3,0,3,3,18-4-0,0,0,1741.0,1050.321610254614,1016.5562719921844,Alex Oliveira,170 lbs.,"5' 11""","76""","Feb 21, 1988",0.125,7.25,1.125,0,0.625,1,0,8,5,22-12-1 (2 NC),0,0,1255.0,1045.8726281656723,1041.2703430759252,loss,KO/TKO,3,3:30
5916,UFC Fight Night: Lineker vs. Dodson,"Oct. 01, 2016",Ion Cutelaba,205 lbs.,"6' 1""","75""","Dec 14, 1993",0,-20,-1,-1,0.0,0,2,2,0,17-9-1 (1 NC),0,0,903.0,974.5059627584434,1077.8191617467628,Jonathan Wilson,205 lbs.,"6' 2""","75""","Jul 17, 1987",1,-5.5,0.5,0,0.5,0,2,4,2,7-3-0,0,0,1425.0,996.3609413315041,995.3405495525251,win,U-DEC,3,5:00
5917,UFC Fight Night: Lineker vs. Dodson,"Oct. 01, 2016",Henrique da Silva,205 lbs.,"6' 3""","76""","Sep 01, 1989",-1,8,-0.6666666666666666,0.3333333333333333,1.0,3,0,3,3,14-5-0,0,0,767.0,1047.5927449586643,998.0003903189086,Joachim Christensen,205 lbs.,"6' 3""","76""","Nov 07, 1978",1,6,0,-1,0.0,0,1,1,0,14-6-0,0,0,4718.0,985.5203122038209,1047.5927449586643,win,SUB,2,4:43
5918,UFC Fight Night: Lineker vs. Dodson,"Oct. 01, 2016",Hacran Dias,155 lbs.,"5' 8""","69""","Jun 16, 1984",-0.42857142857142855,-8.428571428571429,1.7142857142857142,-0.2857142857142857,0.5714285714285714,0,1,7,4,23-6-1,0,0,2502.0,1031.0357445260033,1066.0590129434263,Andre Fili,145 lbs.,"5' 11""","74""","Jun 25, 1990",0,9.285714285714286,0.7142857142857143,-0.42857142857142855,0.5714285714285714,0,1,7,4,22-10-0 (1 NC),0,0,309.0,1012.2504992593128,1002.543926885354,loss,U-DEC,3,5:00
5919,UFC Fight Night: Lineker vs. Dodson,"Oct. 01, 2016",John Dodson,135 lbs.,"5' 3""","66""","Sep 26, 1984",1,1.7692307692307692,0,0,0.8461538461538461,1,0,13,11,22-12-0,4,2,2400.0,1118.8207104803491,1015.748721738971,John Lineker,135 lbs.,"5' 3""","67""","Jun 12, 1990",0.7692307692307693,16.46153846153846,-0.5384615384615384,0.07692307692307693,0.7692307692307693,5,0,13,10,31-9-0,0,0,403.0,1101.9406774555225,998.5443044045174,loss,S-DEC,5,5:00
5920,UFC Fight Night: Lineker vs. Dodson,"Oct. 01, 2016",Nate Marquardt,185 lbs.,"6' 0""","74""","Apr 20, 1979",0.125,4.083333333333333,0.6666666666666666,0.4583333333333333,0.5833333333333334,0,1,24,14,35-19-2,3,1,4414.0,1053.604889119073,1064.9783833044096,Tamdan McCrory,185 lbs.,"6' 4""","76""","Nov 05, 1986",-0.2,4.5,0.5,0.7,0.6,0,1,10,6,14-5-0,0,0,1693.0,1030.8907694178959,1020.892873422915,win,KO/TKO,2,4:44
5921,UFC Fight Night: Lineker vs. Dodson,"Oct. 01, 2016",Keita Nakamura,170 lbs.,"5' 11""","73""","May 22, 1984",0,-12.333333333333334,-0.4444444444444444,0.4444444444444444,0.4444444444444444,1,0,9,4,34-10-2 (1 NC),0,0,2615.0,998.5261415706218,1007.5258105638136,Elizeu Zaleski dos Santos,170 lbs.,"5' 11""","73""","Dec 11, 1986",0,22.666666666666668,-5,0,0.3333333333333333,1,0,3,1,24-7-0,0,0,1594.0,988.38707992439,1020.384460726731,loss,U-DEC,3,5:00
5922,UFC Fight Night: Lineker vs. Dodson,"Oct. 01, 2016",Zak Ottow,170 lbs.,"5' 11""","72""","Dec 22, 1986",0,18,-1,1,1.0,1,0,1,1,17-7-0,0,0,1751.0,1015.9064689760346,982.062507509243,Joshua Burkman,170 lbs.,"5' 10""","72""","Apr 10, 1980",0,-1.9444444444444444,1.7222222222222223,-0.4444444444444444,0.4444444444444444,0,2,18,8,28-16-0 (1 NC),0,0,4198.0,982.062507509243,1030.678139903328,win,S-DEC,3,5:00
5923,UFC Fight Night: Lineker vs. Dodson,"Oct. 01, 2016",Louis Smolka,135 lbs.,"5' 9""","68""","Jul 16, 1991",0,19.625,-1.875,0.625,0.75,0,1,8,6,17-9-0,0,0,84.0,1060.3552033978258,1020.1183990243555,Brandon Moreno,125 lbs.,"5' 7""","70""","Dec 07, 1993",0,1,0,2,1.0,1,0,1,1,21-7-2,0,0,791.0,1019.619262544668,1060.3552033978258,loss,SUB,1,2:23
5924,UFC Fight Night: Lineker vs. Dodson,"Oct. 01, 2016",Ketlen Vieira,135 lbs.,"5' 8""","68""","Aug 26, 1991",0,-31,4,0,1.0,1,0,1,1,14-3-0,0,0,43.0,1014.4458123030578,951.6986796922478,Kelly Faszholz,135 lbs.,"5' 8""",--,"Apr 09, 1985",0,-2.3333333333333335,-2,0,0.0,0,3,3,0,4-2-0,0,0,2373.0,951.6986796922478,996.70592217458,win,S-DEC,3,5:00
5925,UFC 204: Bisping vs. Henderson,"Oct. 08, 2016",Iuri Alcantara,135 lbs.,"5' 9""","71""","Aug 04, 1980",0.2222222222222222,5.166666666666667,-0.5555555555555556,0.3888888888888889,0.6111111111111112,0,1,18,11,35-10-0 (1 NC),0,0,3837.0,1068.852416527606,1017.6160621694224,Brad Pickett,135 lbs.,"5' 6""","68""","Sep 24, 1978",-0.1111111111111111,-14.11111111111111,1.5,0.2222222222222222,0.6111111111111112,1,0,18,11,25-14-0,0,0,4545.0,1036.365974336683,1009.2269118897932,win,SUB,1,1:59
5926,UFC 204: Bisping vs. Henderson,"Oct. 08, 2016",Mirsad Bektic,145 lbs.,"5' 8""","70""","Feb 16, 1991",0.2,22.4,2.2,0,1.0,5,0,5,5,13-4-0,0,0,256.0,1072.7881766679236,983.9604074742101,Russell Doane,135 lbs.,"5' 7""","70""","Aug 13, 1986",0.16666666666666666,6.333333333333333,-0.3333333333333333,-0.16666666666666666,0.5,0,3,6,3,15-8-0,0,0,1796.0,995.9780065878939,1008.8804463721427,win,SUB,1,4:22
