Fighter,oppelo,wins,losses,dob,totalfights,elo,losestreak,winstreak,titlewins,KD,Sig. str.,Total str.,Td,Sub. att,Rev.,Ctrl,Sig. str,Head,Body,Leg,Distance,Clinch,Ground,Sig. str.%,Total str.%,Td%,Sig. str%,Head%,Body%,Leg%,Distance%,Clinch%,Ground%
Julianna Pena,420252.13844029,7,3,1989,10,1065.439204522075,1,0,2,-300.0,1602.0,14954.0,-638.0,56.0,-16.0,-1486.25,1602.0,2668.0,1129.0,-2195.0,2505.0,871.0,-1774.0,-1.9659790333162466,21.85931474575803,-76.93333333333334,-1.9659790333162466,5.954392416520076,19.404253154253155,-202.5104465709729,-16.76828658707118,142.1344696969697,-156.76718617595986
Myktybek Orolbai,1032.8838313657893,1,0,0,1,1017.5098506206374,0,1,0,0.0,-6.0,-1.0,7.0,1.0,0.0,7.4,-6.0,-4.0,-4.0,2.0,-2.0,-7.0,3.0,-0.11851851851851847,-0.015120967741935498,0.7,-0.11851851851851847,-0.125,-0.5714285714285714,0.5,0.01785714285714285,0.33333333333333337,-0.6363636363636364
Jay Hieron,30610.853606153596,0,4,1976,4,943.7407875128027,4,0,0,-18.0,-212.0,-264.0,18.0,8.0,-12.0,14.33333333333333,-212.0,-246.0,-14.0,48.0,59.0,-25.0,-246.0,-11.385741118024582,-11.379804199409127,-1.5,-11.385741118024582,-12.173243194455292,-7.266666666666666,2.220446049250313e-16,-6.487683908045978,1.287878787878788,-18.600373482726425
Da Woon Jung,209926.34971697035,4,3,1993,8,1011.273820525562,3,0,0,-62.0,-2105.0,-3848.0,29.0,-63.0,0.0,154.54999999999995,-2105.0,-2327.0,-436.0,658.0,-1236.0,-215.0,-654.0,-21.167105858939316,-20.657413596790423,10.491919191919193,-21.167105858939316,-21.97193005362591,-40.73669772256729,-11.279549718574106,-28.255571726168334,-9.728311965811962,-30.831807780320368
Marlon Moraes,548021.6576613793,5,6,1988,11,1010.3340729407518,4,0,0,-111.0,-8624.0,-26285.0,-165.0,-7.0,-81.0,-435.23333333333335,-8624.0,-6673.0,-2284.0,333.0,-948.0,-602.0,-7074.0,3.8452161786469707,-10.08869867205582,33.5,3.8452161786469707,25.855152747117238,-226.64432812143806,-51.53116687234335,46.02667305642382,-27.90579710144928,-15.893693693693695
Billy Miles,1000,0,1,1978,1,984.0,1,0,0,0.0,-2.0,-24.0,0.0,-1.0,0.0,-0.8833333333333333,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,-0.6666666666666666,-0.8571428571428571,0.0,-0.6666666666666666,-0.6666666666666666,0.0,0.0,0.0,0.0,-1.0
Sedriques Dumas,13884.079241960253,2,1,1995,3,1014.5661074760025,0,2,0,0.0,-20.0,24.0,-19.0,-6.0,4.0,65.36666666666667,-20.0,-59.0,-68.0,107.0,-8.0,-26.0,14.0,2.1967565849444575,0.6194039694818292,-3.0,2.1967565849444575,1.372605580693816,-0.1995670995670995,3.179375696767002,1.3220040057861355,-0.5,5.166666666666667
John Cofer,5000,0,2,1984,2,968.736306793522,2,0,0,-1.0,-14.0,-60.0,-15.0,-4.0,12.0,-11.349999999999998,-14.0,-8.0,19.0,-25.0,-11.0,-12.0,9.0,0.3186986859249973,0.20879803188236118,-1.2878787878787878,0.3186986859249973,0.39307359307359313,0.039682539682539764,-0.16666666666666674,0.3614052614052614,-0.620754245754246,1.625
Ben Saunders,2535668.5532332705,9,10,1983,19,979.7344452191346,4,0,0,-1511.0,-18287.0,-3813.0,-1834.0,976.0,-122.0,-7378.366666666667,-18287.0,-30257.0,15887.0,-3917.0,-6187.0,2776.0,-14876.0,-182.77313373371032,-36.89257453725605,-682.202380952381,-182.77313373371032,-513.6555095570145,214.92902123332465,-579.2492963177174,133.4847326944905,-222.29983733751124,-683.328263335209
Michael Patt,5107.355092567107,0,2,0,2,969.98191094627,2,0,0,-9.0,-114.0,-115.0,0.0,0.0,0.0,-0.8166666666666667,-114.0,-40.0,-10.0,-64.0,-109.0,1.0,-6.0,-1.0476804915514595,-1.0435318475216175,0.0,-1.0476804915514595,-0.594597360311646,-2.5,-0.9545454545454547,-0.9671284271284273,-0.33333333333333337,-0.75
Brandon Royval,217678.93027943737,5,3,1992,8,1039.5940801084796,1,0,0,17.0,1931.0,11374.0,-765.0,3.0,153.0,-1204.8833333333332,1931.0,4029.0,-628.0,-1470.0,1286.0,55.0,590.0,-5.256302139505705,3.337404853734636,-59.19365079365079,-5.256302139505705,11.751288021394215,-18.16944444444444,-17.737979797979797,-18.972083046437557,54.733333333333334,30.461355311355312
Deiveson Figueiredo,1338536.882956474,11,3,1987,15,1119.6794821472818,0,1,3,667.0,-12465.0,-18056.0,259.0,674.0,0.0,-798.0999999999999,-12465.0,-16261.0,3822.0,-26.0,-15501.0,-824.0,3860.0,67.54359717791866,57.56378139627136,140.38658008658007,67.54359717791866,12.738765446325697,136.80299112652048,-294.92208090443387,33.16341277723893,-58.10852130325817,340.578792041292
Rinat Fakhretdinov,32275.28290978977,3,0,1991,4,1052.192597696851,0,3,0,29.0,451.0,342.0,49.0,-7.0,15.0,120.35,451.0,243.0,-69.0,277.0,221.0,99.0,131.0,4.009325674685503,2.236450068447093,5.388888888888889,4.009325674685503,2.4540196056918657,11.114219114219114,11.350427350427351,4.295428636570908,6.040404040404041,0.4482721956406155
Jesse Butler,1058.3203706103318,0,1,1992,1,986.660808102993,1,0,0,-1.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-1.0,0.0,-1.0,-0.45714285714285713,-0.45714285714285713,0.0,-0.45714285714285713,-0.39999999999999997,0.0,0.0,-0.35714285714285715,0.0,-1.0
Ronald Jhun,985.2511492237045,0,1,1970,1,983.3211980182073,1,0,0,-1.0,-4.0,-18.0,1.0,-2.0,-1.0,-3.9499999999999997,-4.0,-7.0,0.0,3.0,-1.0,2.0,-5.0,0.020000000000000018,0.04558737580362371,1.0,0.020000000000000018,-0.2,-0.15000000000000002,-0.33333333333333337,-0.011904761904761862,0.25,-0.5555555555555556
Francimar Barroso,384710.9883390685,4,4,1980,10,994.0955704632258,2,0,0,0.0,-3086.0,-6325.0,537.0,-25.0,-25.0,-41.750000000000014,-3086.0,-3281.0,-620.0,815.0,-1428.0,-785.0,-873.0,-22.29319914296941,29.989990059625242,3.747619047619045,-22.29319914296941,-26.791140971486495,-118.05746965452848,60.05987272101823,45.56084192828348,-117.57749559941095,-6.1988095238095156
Roland Delorme,204088.50832381385,3,3,1983,8,992.1883464373271,3,0,0,12.0,-4701.0,-5286.0,90.0,-67.0,-86.0,-478.85,-4701.0,-4443.0,309.0,-567.0,-3399.0,-283.0,-1019.0,-64.78121228761428,-45.98170361558442,27.086363636363636,-64.78121228761428,-62.21267078329993,-56.420833333333334,-35.07692307692308,-64.63897264950832,-11.816666666666663,-3.11451048951049
Phil Rowe,58888.73512914279,3,2,1990,5,1021.6197143902021,1,0,0,11.0,-559.0,-3051.0,-3.0,31.0,2.0,-66.54999999999998,-559.0,-346.0,-179.0,-34.0,-82.0,-332.0,-145.0,3.530295887932221,-4.660492883927732,13.357142857142858,3.530295887932221,2.5343844525881,-5.6935064935064945,-11.283333333333333,5.538501382499967,6.08671679197995,-19.789473684210527
Danillo Villefort,1000,0,1,1983,1,984.0,1,0,0,0.0,6.0,7.0,0.0,1.0,0.0,-0.08333333333333326,6.0,-6.0,1.0,11.0,6.0,-1.0,1.0,0.05263157894736842,0.06751645888779945,0.0,0.05263157894736842,-0.030319148936170187,0.020467836257309857,-0.1333333333333333,0.06802244039270688,-0.19191919191919193,0.1515151515151516
Tony Fryklund,30096.89075736092,2,2,1971,4,999.3581845587607,1,0,0,-7.0,358.0,710.0,-3.0,-10.0,0.0,46.18333333333334,358.0,339.0,39.0,-20.0,-11.0,-21.0,390.0,1.7922359266287158,-0.16194581280788256,-3.0,1.7922359266287158,1.076413908671973,10.0,-0.33333333333333437,7.801470588235294,5.190476190476192,-11.721153846153847
Neil Seery,143009.3730985049,3,4,1979,7,987.4106533084414,2,0,0,-101.0,-2441.0,-1325.0,-399.0,40.0,34.0,-638.0833333333334,-2441.0,1217.0,-2466.0,-1192.0,-792.0,-1523.0,-126.0,-5.026814281618452,-0.26226499675829595,-92.82058823529411,-5.026814281618452,7.210336156486405,-24.191402116402113,3.9125000000000023,-1.4379265420863518,-21.917619695406074,-18.090079365079365
Zach Light,1000,0,1,1974,1,984.0,1,0,0,0.0,-1.0,8.0,1.0,-1.0,0.0,1.9999999999999998,-1.0,1.0,-2.0,0.0,-1.0,-1.0,1.0,-0.19999999999999996,0.0982142857142857,1.0,-0.19999999999999996,0.06666666666666671,-1.0,0.0,0.5,-1.0,0.25
Tom Duquesnoy,13784.096262670671,2,1,1993,3,1014.6257343932132,0,1,0,2.0,-295.0,-368.0,-32.0,0.0,0.0,-22.983333333333334,-295.0,-336.0,-104.0,145.0,-136.0,-67.0,-92.0,1.0793626978265527,1.2984405345618506,-2.7,1.0793626978265527,0.2772303815369587,-2.533699633699634,1.9545454545454541,1.544010391918765,-2.6365384615384615,-12.666666666666668
Brock Larson,90398.71118178911,3,3,1977,6,997.0357535641066,2,0,0,0.0,-1014.0,-3178.0,-145.0,83.0,0.0,-264.33333333333337,-1014.0,-323.0,-192.0,-499.0,-67.0,-63.0,-884.0,3.847155225726655,8.58381802837437,1.399350649350649,3.847155225726655,-0.2103997451823525,9.0,-60.75,5.396881863406631,-11.379936974789917,-8.356486042692936
Hannah Cifers,138725.66544576586,2,5,1992,7,951.1989522210641,4,0,0,17.0,517.0,434.0,-84.0,-101.0,0.0,-38.35,517.0,-499.0,308.0,708.0,413.0,636.0,-532.0,-10.976317864001945,-12.178162321493154,-35.075,-10.976317864001945,-18.08506165284414,-41.974865047233465,39.54446220446221,-14.600274599328621,48.79320788144317,-21.453892118863052
Lyoto Machida,5245394.990643851,16,8,1978,24,1101.5960296930416,0,2,2,1039.0,16348.0,-18319.0,-4123.0,-833.0,-272.0,-2809.0166666666664,16348.0,-1564.0,16861.0,1051.0,30471.0,-8183.0,-5940.0,741.4571765731937,554.5237682004026,-670.8309690309691,741.4571765731937,442.93901100768244,1016.7289318455614,734.681053486381,978.4647012798525,-865.6188432283483,-399.072355015674
Sean Alvarez,984.0,0,1,1971,1,983.263693206478,1,0,0,0.0,-16.0,-59.0,0.0,0.0,0.0,3.0666666666666664,-16.0,-20.0,-1.0,5.0,2.0,-18.0,0.0,-0.14880952380952384,-0.1740890688259109,0.0,-0.14880952380952384,-0.3871951219512195,-1.0,0.7142857142857143,0.2272727272727273,-0.446236559139785,0.0
Nurullo Aliev,989.4406231258455,1,0,2000,1,1015.5138723928194,0,1,0,0.0,13.0,67.0,3.0,-2.0,0.0,9.549999999999999,13.0,17.0,-2.0,-2.0,-5.0,0.0,18.0,0.06928104575163396,-0.03730158730158728,0.75,0.06928104575163396,0.27056277056277056,-0.6666666666666666,-0.6666666666666666,-0.2529411764705882,0.0,0.5142857142857142
Eric Shelton,91251.63597743207,2,4,1991,6,973.3125893544473,1,0,0,0.0,-60.0,1298.0,57.0,-120.0,25.0,82.31666666666666,-60.0,680.0,-242.0,-498.0,-600.0,-43.0,583.0,-1.362992788441848,1.155226690456968,-26.960317460317462,-1.362992788441848,2.7632951536025105,0.18571428571428505,-3.847619047619049,-2.5458310391751655,-3.166666666666666,9.075
Jeff Molina,13715.548709878552,3,0,1997,3,1044.3996427053473,0,3,0,6.0,352.0,934.0,-21.0,0.0,0.0,-38.916666666666664,352.0,515.0,-118.0,-45.0,236.0,-31.0,147.0,0.34573565751096796,0.921548730383474,-2.1346153846153846,0.34573565751096796,2.1863258206596177,2.2794310952205685,0.0416666666666663,0.06365208181101023,-2.071428571428571,10.10204081632653
Jordan Wright,138399.59311867788,2,5,1991,7,950.708545582067,4,0,0,-14.0,-2669.0,4252.0,158.0,11.0,-25.0,-242.33333333333331,-2669.0,-2125.0,-395.0,-149.0,-489.0,-1999.0,-181.0,-16.013971877019287,5.455983326209004,34.099999999999994,-16.013971877019287,-22.831376085787852,-1.9366246498599438,-4.5,-8.950162344089259,8.609750514551717,-4.564935064935064
Carlos Hernandez,30811.817018404465,2,2,1993,4,1000.6618814630737,1,0,0,-16.0,-269.0,-464.0,-7.0,-4.0,0.0,-51.43333333333334,-269.0,26.0,-197.0,-98.0,-10.0,101.0,-360.0,-4.914309158741592,-4.8163575823300935,-3.0563492063492066,-4.914309158741592,-3.025915421867139,-17.402882328780834,-18.015151515151516,-7.10691811301399,3.516666666666666,-11.235294117647058
Krzysztof Soszynski,282438.2564646368,6,3,1977,9,1033.8300693588167,1,0,0,-108.0,2814.0,3599.0,-341.0,156.0,0.0,-80.90000000000003,2814.0,256.0,2224.0,334.0,1083.0,-270.0,2001.0,-4.24919924157639,-14.842020441249957,-60.86274509803921,-4.24919924157639,-17.064937634081375,52.46783625730994,-72.23358863358864,0.06433378330480188,9.449455737499207,-13.783333333333331
Nathan Coy,14341.199043674244,1,2,1978,3,986.0739528037822,1,0,0,0.0,51.0,128.0,10.0,-19.0,0.0,26.883333333333333,51.0,-16.0,60.0,7.0,5.0,-2.0,48.0,2.245917902047556,2.3295287293765496,10.9,2.245917902047556,1.6823547790733553,1.6985294117647067,1.4166666666666665,1.9340115718418518,-0.2333333333333334,-5.733333333333333
Sabina Mazo,140451.93201714937,3,4,1997,7,983.4593216028339,3,0,0,-20.0,519.0,-2419.0,-272.0,-69.0,0.0,-351.68333333333334,519.0,1107.0,-316.0,-272.0,402.0,271.0,-154.0,-13.20474509371562,-18.221477105864576,-54.44444444444444,-13.20474509371562,-3.754247334111024,-8.300524940375901,-9.468529825650455,-12.296759560119899,5.708883363792201,-44.39278033794163
Mike Lullo,5000,0,2,1979,2,968.736306793522,2,0,0,-2.0,-147.0,-184.0,2.0,1.0,0.0,11.566666666666668,-147.0,-59.0,-62.0,-26.0,-139.0,-8.0,0.0,-1.1108928136508895,-0.8657180426411194,-4.384615384615385,-1.1108928136508895,-0.8669430425378514,-1.79,-1.0335664335664339,-1.201335204320279,-0.5619047619047617,0.0
Steve Nelmark,5118.701455167086,1,1,0,2,1000.6294487461654,1,0,0,-4.0,-19.0,-25.0,-2.0,1.0,0.0,0,-19.0,-22.0,5.0,-2.0,-1.0,-29.0,11.0,1.6948529411764706,1.43078626799557,-3.0,1.6948529411764706,1.6823529411764706,5.0,-1.0,-0.5,2.0,0.8461538461538461
Colton Smith,30195.65902699229,1,3,1987,4,969.3786463598988,3,0,1,-4.0,-181.0,-50.0,-4.0,-20.0,-10.0,27.63333333333333,-181.0,-252.0,9.0,62.0,-152.0,8.0,-37.0,-2.0413462178250255,-0.31080448086941403,-18.0625,-2.0413462178250255,-14.257249145941913,2.6333333333333333,16.75,-11.722860180754918,8.745454545454546,-13.258333333333333
John Lewis,5125.054772825912,1,1,0,2,1000.7024671725246,1,0,0,-4.0,7.0,13.0,1.0,0.0,0.0,3.2833333333333337,7.0,8.0,-1.0,0.0,-2.0,9.0,0.0,-1.2781917536015897,-1.3064090381163551,1.0,-1.2781917536015897,-1.2372742200328406,-0.08333333333333337,0.0,-1.4045477261369315,0.6,0.0
Tim McKenzie,1000,0,1,1982,1,984.0,1,0,0,-1.0,-15.0,-25.0,-1.0,0.0,0.0,-1.1,-15.0,-10.0,-3.0,-2.0,-2.0,-2.0,-11.0,-0.34259259259259256,-0.275,-1.0,-0.34259259259259256,-0.25,-1.0,-1.0,-0.35,-1.0,-0.55
Jon Jones,5371572.482372846,21,1,1987,24,1258.009939599661,0,18,15,997.0,154485.0,212242.0,7443.0,1444.0,0.0,15261.066666666666,154485.0,49849.0,36287.0,68349.0,88566.0,18400.0,47519.0,922.9178014893587,912.3837755576126,1890.615404040404,922.9178014893587,1038.0229825775566,275.62709259611904,194.4146257298758,738.0121462885762,366.73656957616424,2212.990834643001
Billy Goff,983.3006931868745,1,0,1998,1,1015.2315601584107,0,1,0,1.0,23.0,26.0,0.0,0.0,0.0,0.08333333333333333,23.0,-2.0,11.0,14.0,19.0,2.0,2.0,0.14983351831298558,0.1623913504345983,0.0,0.14983351831298558,-0.035904255319148926,0.25,0.7777777777777778,0.13461538461538464,1.0,0.4
Elias Silverio,55355.97981084761,3,2,1986,5,1012.0262945211231,2,0,0,-28.0,-733.0,-753.0,9.0,9.0,-25.0,70.68333333333334,-733.0,-791.0,157.0,-99.0,-305.0,-97.0,-331.0,-2.5346893919131466,-4.070980403212848,-0.9910714285714297,-2.5346893919131466,-6.98658826374211,2.4344827586206903,-1.7864602403773235,-1.700918538119498,5.936796459474477,-14.448491704374057
Alexander Volkanovski,1416748.4123653772,13,2,1988,15,1172.1765225490813,1,0,6,119.0,47278.0,66129.0,1226.0,-225.0,100.0,2243.5333333333338,47278.0,37080.0,-7885.0,18083.0,32861.0,516.0,13901.0,85.85535238154681,68.56963269235669,67.38888888888891,85.85535238154681,-9.104642542107257,-6.5705850820888045,-49.70299723728054,100.15922115647908,-7.541321839080457,138.6367818513
Mark Hominick,139627.6293284284,3,4,1982,7,979.7254952638201,4,0,0,-46.0,-1735.0,-2786.0,-114.0,-64.0,0.0,-494.2666666666667,-1735.0,-1207.0,340.0,-868.0,400.0,-123.0,-2012.0,3.0027084082143016,3.535476320578349,28.01111111111111,3.0027084082143016,3.259370048820313,15.120755735492576,-22.282894736842103,6.19398388354802,21.146153846153844,-7.285276497695854
Josh Haynes,13932.326892169382,0,3,1977,3,954.201219882602,3,0,0,-7.0,-402.0,-388.0,9.0,-4.0,1.0,1.0333333333333337,-402.0,-271.0,-131.0,0.0,-326.0,-99.0,23.0,-3.3935893114445213,-2.7138982024005687,2.1166666666666667,-3.3935893114445213,-2.9737648768691693,-2.6007936507936513,-4.550000000000001,-3.5388456217867983,-1.8947302697302701,1.077777777777778
Cristiano Marcello,30064.03506409715,1,3,1977,4,970.0738049202423,2,0,0,-9.0,-670.0,-702.0,-5.0,0.0,0.0,-33.83333333333333,-670.0,-742.0,31.0,41.0,-510.0,-105.0,-55.0,-2.716387389324504,-0.82447567119602,-8.15,-2.716387389324504,-3.304761848269564,-7.372727272727273,-2.908333333333333,-3.0892837677294125,-9.094816947758124,13.272727272727273
John Allan,30418.715715861097,0,2,1993,4,970.2415102454808,2,0,0,0.0,-1489.0,-1930.0,2.0,-12.0,0.0,-57.15,-1489.0,-1171.0,-310.0,-8.0,-1567.0,35.0,43.0,-2.3092507026405023,-2.6646257900331225,6.933333333333334,-2.3092507026405023,-2.8246378492971336,-1.5985029463290328,-0.9059364548494994,-2.7715173043486545,-5.133333333333333,-0.6776315789473681
Kelly Dullanty,1002.1061831420426,0,1,1977,1,984.0969921300064,1,0,0,0.0,-2.0,3.0,-1.0,-3.0,0.0,-2.1833333333333336,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,-0.25,0.10952380952380958,-0.3333333333333333,-0.25,-0.25,0.0,0.0,0.0,0.0,-0.3333333333333333
Stefan Sekulic,5051.132257491709,0,2,1992,2,970.4975028421861,2,0,0,-1.0,-78.0,-68.0,7.0,3.0,0.0,6.466666666666667,-78.0,-72.0,-29.0,23.0,-54.0,-17.0,-7.0,1.2327901983074396,1.3103668162180127,-2.7523809523809524,1.2327901983074396,0.7502833122496311,0.1316526610644257,0.8153846153846155,1.368070640792964,-4.205882352941177,-0.7777777777777778
Wagner Silva,5066.945227174088,0,2,1987,2,969.5031170912061,2,0,0,-2.0,-44.0,-319.0,-20.0,-5.0,0.0,-34.65,-44.0,-41.0,-15.0,12.0,-3.0,-16.0,-25.0,-0.3989348013743209,-1.1395309427567493,-1.6666666666666667,-0.3989348013743209,-0.6226424347041459,-0.1365079365079367,-0.09999999999999998,-0.09185232865058551,0.8333333333333334,0.3928571428571428
Zabit Magomedsharipov,93727.06395127892,6,0,1991,6,1089.4212713167485,0,6,0,0.0,2048.0,1082.0,295.0,22.0,6.0,228.98333333333335,2048.0,804.0,80.0,1164.0,1781.0,51.0,216.0,12.211702460729388,9.514911270634583,39.16114718614718,12.211702460729388,12.394369935317286,4.104691468662057,12.167147884794941,11.723038951424755,15.98917748917749,41.899087024087024
Robert Peralta,293016.38852946734,4,3,1986,9,1013.1676748829528,2,0,0,78.0,147.0,-189.0,-691.0,-194.0,13.0,-1252.0833333333335,147.0,176.0,-621.0,592.0,2128.0,-112.0,-1869.0,-61.705759205830006,-29.11152830691636,-64.26899766899766,-61.705759205830006,-48.31008235112987,-10.316938874965196,3.9856965403018036,-3.680959451155216,-47.82453808940956,-36.450328407224966
Gilbert Urbina,4997.225805228563,1,1,1996,2,1000.7044324496369,0,1,0,4.0,139.0,297.0,9.0,3.0,0.0,13.366666666666667,139.0,104.0,22.0,13.0,37.0,15.0,87.0,0.5511745090227671,0.6450224031301272,3.333333333333333,0.5511745090227671,0.8665115726826806,0.5663299663299665,-0.7999999999999998,-0.023959205095107794,1.9492753623188406,-0.6645962732919256
Luke Jumeau,29853.005693309813,2,2,1988,4,997.4383336486205,1,0,0,0.0,-140.0,-589.0,-28.0,0.0,0.0,-53.699999999999996,-140.0,-66.0,-10.0,-64.0,-1.0,-49.0,-90.0,0.07926047742154274,-1.6574448424710733,3.242424242424243,0.07926047742154274,0.06842157684188066,1.6205627705627712,7.428571428571429,0.4625814611028074,-2.545238095238095,-7.833333333333333
Claudio Puelles,144178.3515744651,5,2,1996,7,1045.879909235311,1,0,0,-54.0,-1202.0,-3019.0,73.0,119.0,-52.0,190.7166666666667,-1202.0,104.0,-550.0,-756.0,-1376.0,-173.0,347.0,-22.65426505418866,-5.2960677063485395,-7.136904761904763,-22.65426505418866,2.544385829209011,-13.660632586367882,-38.253846153846155,-36.14769055115584,-19.826839826839826,-31.082645242004848
Aoriqileng,90431.39814712074,3,3,1993,6,1001.5117108122975,0,1,0,18.0,1302.0,3425.0,-124.0,-108.0,0.0,-59.08333333333332,1302.0,504.0,251.0,547.0,624.0,5.0,673.0,27.319448166715578,22.41191508112333,7.1352813852813854,27.319448166715578,-0.36078322506484106,36.21963911561435,58.528571428571425,25.76445114216961,19.78131868131868,-3.100775193798448
Josh Copeland,5138.124803430838,0,2,1982,2,970.8331107517588,2,0,0,-1.0,-95.0,-173.0,-9.0,0.0,0.0,-22.549999999999997,-95.0,-65.0,-18.0,-12.0,-50.0,-5.0,-40.0,-1.032895457033388,-1.0151385815746221,-2.333333333333333,-1.032895457033388,-1.026954521646057,0.7999999999999999,0.1333333333333333,-0.7466120835686054,-1.7230769230769232,-2.3529411764705883
Alexandre Pantoja,1062483.7870447773,11,3,1990,14,1117.1675040564733,0,5,2,224.0,-2227.0,-28598.0,2292.0,656.0,-955.0,4015.2833333333333,-2227.0,-15083.0,6968.0,5888.0,-4020.0,374.0,1419.0,22.33441243613857,-15.586808472448897,239.62229437229436,22.33441243613857,-7.400684235713383,94.39870299405901,-321.78776334776336,0.9984456445031,285.5038733196628,118.08192640692641
Glaico Franca Moreira,14249.748943430754,1,2,1991,3,986.0279710878148,2,0,1,0.0,-199.0,-628.0,-27.0,1.0,0.0,-78.01666666666667,-199.0,-193.0,4.0,-10.0,-295.0,213.0,-117.0,-1.0065723280665364,-1.568532073429716,-0.5057947900053161,-1.0065723280665364,-1.1883334357766207,2.05,-9.481818181818182,-2.057897193965305,2.2969696969696978,5.577922077922079
Ali AlQaisi,4921.38785625324,0,2,1990,2,967.3584529249002,2,0,0,0.0,32.0,-3.0,20.0,-11.0,0.0,17.15,32.0,2.0,-6.0,36.0,32.0,-1.0,1.0,0.17336924995626618,-0.07725829478653401,1.1555555555555554,0.17336924995626618,-0.04662055443603297,0.05555555555555547,0.5473684210526316,0.24560303798391653,-0.4027777777777779,0.33333333333333326
Willie Gates,29828.192757104058,1,3,1987,4,969.6254989330616,2,0,0,5.0,-589.0,-1241.0,-101.0,-25.0,-1.0,-18.21666666666667,-589.0,-557.0,-8.0,-24.0,148.0,-82.0,-655.0,-0.3557991471702162,-0.3957637980342479,-9.419230769230769,-0.3557991471702162,-1.5438065973942359,-0.17361111111110938,15.748251748251748,5.480159056629645,0.7462301587301585,-4.764709708895756
David Zawada,57340.90269625091,1,4,1990,5,963.8640109229348,2,0,0,0.0,-338.0,13.0,-34.0,22.0,-15.0,-73.48333333333333,-338.0,-1308.0,762.0,208.0,-357.0,128.0,-109.0,-4.678076235921711,0.1655942678505139,10.78888888888889,-4.678076235921711,-9.755507591685824,2.997908432147562,-1.1035714285714304,-4.023484123878672,-7.928383210991906,-3.0650406504065044
Rin Nakai,4922.327337697874,0,2,1986,2,967.3956798108053,2,0,0,0.0,-163.0,-92.0,14.0,4.0,0.0,23.216666666666665,-163.0,-126.0,-40.0,3.0,-169.0,8.0,-2.0,-0.15605205801942107,0.39672425878490336,0.8309716599190284,-0.15605205801942107,-0.06691661377118063,-1.7400793650793651,2.2,-0.3036728039892595,0.27099567099567107,-0.5
Alexandre Barros,1043.773513325784,0,1,1976,1,986.0052458689512,1,0,0,-1.0,-25.0,-38.0,1.0,-2.0,0.0,-0.8500000000000001,-25.0,-25.0,-5.0,5.0,0.0,-3.0,-22.0,-0.23461538461538456,-0.1983098591549296,0.5,-0.23461538461538456,-0.5357142857142857,0.33333333333333337,-0.1428571428571429,0.016666666666666663,0.4,-0.3846153846153846
Fabricio Camoes,93400.1045722521,1,4,1978,6,961.4606294250501,3,0,0,0.0,-226.0,-343.0,-67.0,-122.0,11.0,-93.65,-226.0,-315.0,-73.0,162.0,-91.0,4.0,-139.0,6.905623614637255,6.8141485471050665,-82.1621212121212,6.905623614637255,0.2708886249265454,-12.752380952380953,27.326923076923077,8.859742811057668,6.40909090909091,-0.5149122807017532
Igor Zinoviev,1017.4695015289755,0,1,0,1,984.8038229802177,1,0,0,0.0,-2.0,-2.0,-1.0,0.0,0.0,0,-2.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-0.5,-0.5,-1.0,-0.5,-1.0,0.0,-0.3333333333333333,-0.3333333333333333,0.0,-1.0
Liudvik Sholinian,4984.247764513884,0,2,1990,2,969.9904745987724,2,0,0,0.0,-161.0,-247.0,-10.0,-1.0,0.0,-7.633333333333333,-161.0,-98.0,-21.0,-42.0,-168.0,10.0,-3.0,-0.2877917766470721,-0.31563396442914504,-2.25,-0.2877917766470721,-0.251851120513647,0.5637362637362637,0.5745454545454546,-0.40732763695581553,0.33333333333333337,0.19999999999999996
Josh Barnett,408600.27992646553,7,3,1977,10,1069.181844665722,0,1,1,32.0,8219.0,15592.0,-257.0,54.0,84.0,448.11666666666673,8219.0,5456.0,3693.0,-930.0,712.0,5031.0,2476.0,30.821548757921708,32.962922900024566,-16.333333333333332,30.821548757921708,32.651307885135715,64.87798823983033,47.75555555555556,23.536183659792545,48.35941491220994,-125.46268463319272
Ketlen Vieira,527993.7638519985,8,3,1991,11,1071.970980282828,0,1,0,-25.0,-6575.0,-12518.0,639.0,478.0,-121.0,890.6333333333332,-6575.0,5633.0,-8671.0,-3537.0,-3589.0,-1534.0,-1452.0,-29.941929672066998,-11.200493104611896,179.3464285714286,-29.941929672066998,19.316484247322617,6.1646837476249345,-81.53406987749092,-46.19034326146993,80.60354524913348,61.90498168498169
Roxanne Modafferi,666522.713035909,4,8,1982,12,954.1702672515752,3,0,0,-88.0,-32009.0,-22928.0,-618.0,-150.0,-200.0,364.0333333333333,-32009.0,-22310.0,-3822.0,-5877.0,-29900.0,-1193.0,-916.0,-142.24508336265046,-104.81789560723983,-137.40873015873015,-142.24508336265046,-125.06846009182351,-58.76155204063671,-71.48890939469887,-146.42577247424396,-41.17468919968919,-118.92032467532468
