Fighter,oppelo,wins,losses,dob,totalfights,elo,losestreak,winstreak,titlewins,KD,Sig. str.,Total str.,Td,Sub. att,Rev.,Ctrl,Sig. str,Head,Body,Leg,Distance,Clinch,Ground,Sig. str.%,Total str.%,Td%,Sig. str%,Head%,Body%,Leg%,Distance%,Clinch%,Ground%
Koji Kitao,999.9676533969271,0,1,1963,1,983.9985103838834,1,0,0,0.0,-2.0,-3.0,1.0,0.0,0.0,0,-2.0,-1.0,0.0,-1.0,-2.0,1.0,-1.0,-0.5,-0.5,1.0,-0.5,-0.5,0.0,-1.0,-1.0,1.0,-1.0
Kyle Kingsbury,286500.0942061397,4,5,1982,9,980.3111499456292,4,0,0,-48.0,-5957.0,-12330.0,-673.0,-199.0,-29.0,-811.8,-5957.0,-7483.0,-685.0,2211.0,-1859.0,37.0,-4135.0,-32.421136052358676,-40.96749764793575,-65.522805883487,-32.421136052358676,-77.54671633061682,43.355862685701396,35.17212064251538,-30.765889553473123,54.795238025386766,-141.69350459482035
Journey Newson,139866.83457734337,1,4,1989,7,957.1988746542817,2,0,0,-52.0,-217.0,-516.0,-169.0,-48.0,0.0,-210.65,-217.0,-293.0,82.0,-6.0,255.0,-374.0,-98.0,-12.677511536488279,-14.40524232628588,-0.9487179487179525,-12.677511536488279,-7.545668989593139,-26.06149732620321,-21.304632622279676,-8.66964536044474,19.295454545454543,-33.5
Nah-Shon Burrell,4999.188526477984,1,1,1990,2,999.2543708089358,1,0,0,0.0,37.0,41.0,-11.0,0.0,0.0,-23.066666666666663,37.0,55.0,12.0,-30.0,-63.0,75.0,25.0,0.04255491857255772,0.10187802726110484,-2.5,0.04255491857255772,0.15302911093627075,-0.014035087719298178,1.0,-0.41486644539276113,0.5920911240060175,-0.125
Joe Slick,5000.0,1,1,1977,2,999.263693206478,1,0,0,0.0,21.0,-23.0,-11.0,16.0,4.0,-20.400000000000002,21.0,12.0,9.0,0.0,-1.0,8.0,14.0,1.368421052631579,0.5986793837123989,-1.0,1.368421052631579,1.0827067669172932,5.0,0.0,-0.47058823529411764,4.0,-0.3333333333333335
Kanako Murata,14123.727072916914,1,2,1993,3,983.0700649959805,2,0,0,0.0,-25.0,-154.0,49.0,-2.0,-9.0,101.75,-25.0,-2.0,-55.0,32.0,-100.0,-54.0,129.0,0.9788601671869872,0.6385301404465805,7.944444444444445,0.9788601671869872,0.9591294550198661,0.7293040293040295,9.211538461538462,1.2148616600790514,4.800000000000001,2.043421052631579
Mike Easton,142362.49217308784,3,4,1984,7,982.2259435788989,4,0,0,1.0,-3659.0,-2002.0,-329.0,0.0,24.0,-456.5666666666667,-3659.0,-3517.0,-228.0,86.0,-2402.0,-1131.0,-126.0,-7.3175262828595615,-0.5525311169486185,-44.102380952380955,-7.3175262828595615,-16.59982969792719,-4.685181068931067,21.650863991081383,-8.494015213348987,0.27188673395570007,4.944444444444445
Marcelo Mello,1000,1,0,0,1,1016.0,0,1,0,0.0,7.0,9.0,1.0,0.0,0.0,0,7.0,6.0,1.0,0.0,1.0,0.0,6.0,0.5384615384615384,0.6,0.5,0.5384615384615384,0.5,1.0,0.0,1.0,0.0,0.5
Martin Kampmann,1893018.4242206884,11,6,1982,17,1063.3255143510755,2,0,0,-318.0,-22360.0,-35167.0,1332.0,676.0,-95.0,1395.05,-22360.0,-9200.0,-4675.0,-8485.0,-24070.0,-1271.0,2981.0,-122.00564584343434,-117.45178817636952,13.205555555555577,-122.00564584343434,-64.1286352578706,-90.90396825396824,-755.6057142857143,-178.75997664758472,-249.5713446474161,-122.7051282051282
Gilbert Smith,1000,0,1,1981,1,984.0,1,0,0,0.0,-21.0,-73.0,3.0,-2.0,-1.0,-2.4499999999999997,-21.0,-20.0,1.0,-2.0,-6.0,-4.0,-11.0,-0.23638344226579522,-0.2957264957264958,0.6,-0.23638344226579522,-0.35465116279069764,0.0357142857142857,0.0,-0.1156186612576065,-0.35,-0.9166666666666666
Hector Urbina,14184.004776592315,1,2,1987,3,983.4899957493345,2,0,0,-9.0,-122.0,-354.0,-26.0,14.0,1.0,-51.150000000000006,-122.0,-128.0,-3.0,9.0,-58.0,-8.0,-56.0,-2.912281835811248,-2.7871923817988846,-3.1818181818181817,-2.912281835811248,-3.2114864864864865,0.5,8.666666666666666,-3.0672268907563023,-6.638888888888889,-0.636842105263158
Reese Andy,5157.133890243874,0,2,1973,2,971.4563496781184,2,0,0,0.0,-32.0,-56.0,-5.0,0.0,0.0,-1.1333333333333335,-32.0,-65.0,-18.0,51.0,7.0,-4.0,-35.0,0.5242335731395931,0.41884296937032595,-4.3,0.5242335731395931,0.18351466858809984,-1.3904761904761906,1.1942405420666289,0.8982086982086983,-1.2942928039702233,-2.5757575757575757
Jason Dent,30682.62103512721,1,3,1980,4,972.2752560757116,1,0,0,0.0,-347.0,-383.0,-74.0,-24.0,0.0,-143.9,-347.0,-447.0,-21.0,121.0,-51.0,59.0,-355.0,0.9434014275134375,2.8246468973099637,-20.0,0.9434014275134375,-1.8992423462928039,4.120490620490621,8.175,2.140917261294577,21.073863636363637,4.311566695643775
David Kaplan,4936.0,0,2,1979,2,968.0,2,0,0,0.0,-67.0,-164.0,20.0,-1.0,0.0,18.833333333333332,-67.0,-164.0,-10.0,107.0,-53.0,-7.0,-7.0,0.7291463834033257,0.6217119866487044,1.4285714285714286,0.7291463834033257,-0.33393300875302623,0.6666666666666666,-0.4365079365079362,0.6979215696799037,-0.523809523809524,-0.375
Rose Namajunas,1095520.9491614744,9,5,1992,14,1073.7200579657997,2,0,4,287.0,2166.0,-6592.0,-645.0,156.0,180.0,775.2833333333335,2166.0,14809.0,-3286.0,-9357.0,1792.0,-2393.0,2767.0,37.734857903751454,21.201078186686026,202.1372294372294,37.734857903751454,148.11157223226905,-11.460350438523815,-233.89265372640088,-2.898983930993186,80.65273892773894,-27.493740573152337
Brendan Schaub,530222.5534010667,6,5,1983,11,1018.0534582263799,2,0,0,-32.0,-392.0,-4758.0,536.0,129.0,64.0,817.85,-392.0,652.0,-26.0,-1018.0,1364.0,-264.0,-1492.0,-42.951627287265076,-50.65331994590909,8.333333333333329,-42.951627287265076,-0.19985049397038068,-108.01212121212122,-154.13888888888889,-3.6586516844581336,14.17710622710623,-97.00925039872408
Kennedy Nzechukwu,389776.1846168653,6,4,1992,10,1029.5038589888616,1,0,0,-52.0,3606.0,2510.0,-49.0,128.0,-1.0,314.38333333333344,3606.0,4755.0,760.0,-1909.0,194.0,2003.0,1409.0,17.986054710663247,0.9181929666223656,-12.779166666666669,17.986054710663247,46.9739230726595,37.26544236544236,-235.07777777777778,-16.714664477922668,-9.625306372549023,18.233620689655172
Jasmine Jasudavicius,56996.08706370523,3,2,1989,5,1017.2721620458633,1,0,0,0.0,-858.0,809.0,95.0,0.0,1.0,301.3666666666667,-858.0,-299.0,152.0,-711.0,-1200.0,288.0,54.0,-4.96138641013391,-2.8984203263058066,23.357142857142858,-4.96138641013391,-2.0268130944169402,-6.635495499464046,-19.045454545454543,-6.024214243304569,-11.507631257631257,11.012820512820513
Daniel Pineda,843886.9982881654,5,6,1985,13,992.8390239905334,1,0,0,-30.0,-8861.0,1110.0,-309.0,719.0,118.0,8.36666666666666,-8861.0,-7800.0,-4912.0,3851.0,-8237.0,-2817.0,2193.0,-3.1223327469355553,57.53921638475438,-263.3424242424243,-3.1223327469355553,-60.30250434161992,-72.01442895339954,144.83601398601397,-15.464724482146949,-225.53035395976568,-101.25564462859543
Ismail Naurdiev,30567.221028488955,2,2,1996,4,1004.7814009817482,1,0,0,0.0,469.0,-65.0,-40.0,-15.0,1.0,-116.76666666666667,469.0,29.0,265.0,175.0,540.0,77.0,-148.0,3.814333628276411,2.457845099771573,4.658119658119659,3.814333628276411,1.55569881788165,3.9757575757575756,3.094438768063057,4.656655064393953,-9.342857142857143,-4.964932126696832
Bea Malecki,13888.672669173897,2,1,1991,3,1012.614343542452,1,0,0,-9.0,-28.0,165.0,-3.0,2.0,0.0,10.616666666666665,-28.0,-41.0,56.0,-43.0,-44.0,-31.0,47.0,0.7483383493768953,0.9175513656569417,-0.6,0.7483383493768953,0.037295485380757665,1.9785695006747641,1.7285714285714286,0.8145580931295897,-3.342657342657343,1.9
Mallory Martin,29701.482465992667,1,3,1994,4,966.6455164613986,2,0,0,-4.0,-961.0,-1264.0,10.0,-44.0,0.0,59.31666666666666,-961.0,-637.0,-219.0,-105.0,-953.0,-12.0,4.0,2.6681598831025903,-1.150305150827629,10.25,2.6681598831025903,1.615213883375318,3.820909998573669,-18.714285714285715,2.410588844767541,-1.4285714285714284,0.666666666666667
Manon Fiorot,97124.00617593061,6,0,1990,6,1095.3181871424006,0,6,0,4.0,1905.0,1859.0,64.0,0.0,0.0,67.03333333333333,1905.0,1677.0,282.0,-54.0,1687.0,39.0,179.0,2.442211897910619,1.2516352589695314,24.5,2.442211897910619,3.8847909526405013,11.594070293741344,3.144239463293174,2.5696671066938714,-4.166666666666664,35.476190476190474
Ivan Salaverry,140105.30857237536,3,4,1971,7,983.5973862636448,3,0,0,9.0,110.0,477.0,-174.0,-165.0,4.0,-298.75,110.0,-315.0,265.0,160.0,498.0,-87.0,-301.0,53.32416870569045,9.439502067301772,-104.16666666666667,53.32416870569045,-14.246463704712914,93.46969696969697,-6.336813790074656,60.1428789294988,-36.17857142857143,-47.71363636363636
Shara Magomedov,1035.2913132421343,1,0,1994,1,1017.6196584271207,0,1,0,0.0,48.0,115.0,-3.0,0.0,0.0,-6.733333333333333,48.0,5.0,16.0,27.0,39.0,10.0,-1.0,0.01948051948051943,0.03485665926161008,-0.42857142857142855,0.01948051948051943,-0.06235697940503426,0.059523809523809534,-0.07894736842105265,0.07311320754716977,-0.2857142857142857,0.05555555555555547
Nursulton Ruziboev,1018.1778498431878,1,0,1993,1,1016.8363579151719,0,1,0,0.0,3.0,3.0,1.0,0.0,0.0,0.016666666666666666,3.0,5.0,0.0,-2.0,0.0,0.0,3.0,0.06666666666666665,0.06666666666666665,1.0,0.06666666666666665,0.625,0.0,0.25,0.0,0.0,0.75
Jason Tan,5033.952658723321,0,2,1981,2,970.2232867374522,2,0,0,-1.0,-303.0,-559.0,-12.0,0.0,0.0,-22.783333333333335,-303.0,-301.0,-12.0,10.0,-3.0,-84.0,-216.0,-2.957716196846632,-1.3156043956043957,-4.0,-2.957716196846632,-3.661007531794049,-4.0,4.75,-0.8119658119658119,-4.0,-4.419354838709678
Roger Huerta,212842.64091674058,6,2,1983,8,1053.7673311799495,2,0,0,-36.0,989.0,2669.0,-653.0,-88.0,29.0,-215.7333333333334,989.0,346.0,-353.0,996.0,555.0,69.0,365.0,-25.926950310962795,-26.20346162753336,-82.48398268398269,-25.926950310962795,-10.893803312316347,-64.5871465136171,10.916812865497072,-30.858432506132118,-8.673017125151269,25.228920759547357
Shunichi Shimizu,984.1031807302678,0,1,1985,1,983.2684348564976,1,0,0,0.0,-63.0,-139.0,-2.0,-4.0,0.0,-6.433333333333334,-63.0,-59.0,-1.0,-3.0,-5.0,-1.0,-57.0,-0.3581560283687944,-0.4895238095238095,-1.0,-0.3581560283687944,-0.686046511627907,-1.0,-0.04761904761904767,0.015151515151515138,-1.0,-0.8028169014084507
Trey Waters,1015.3787637979692,1,0,1995,1,1016.7077560773791,0,1,0,0.0,54.0,56.0,0.0,0.0,0.0,-0.45,54.0,67.0,1.0,-14.0,56.0,-1.0,-1.0,0.12169027093596063,0.12644817073170733,0.375,0.12169027093596063,0.23716153127917833,-0.04761904761904767,0.0,0.13649494463168033,0.0,0.0
Christian Leroy Duncan,13812.32528171908,2,1,1995,3,1014.6420373877577,0,1,0,9.0,200.0,333.0,-4.0,0.0,0.0,35.483333333333334,200.0,172.0,-10.0,38.0,108.0,69.0,23.0,2.549886453273423,2.1277087439656936,-2.0,2.549886453273423,3.100641025641026,0.8560606060606059,1.7638146167557927,2.474022206265503,-0.5865546218487401,6.7333333333333325
Klidson Abreu,55742.78838936444,1,2,1992,5,988.883081689586,1,0,0,-83.0,-632.0,-742.0,12.0,0.0,-4.0,0.816666666666667,-632.0,-352.0,-269.0,-11.0,-448.0,-43.0,-141.0,4.974080889327116,4.803467696359132,5.5,4.974080889327116,-18.812400965393273,-2.4574660633484164,2.45,6.709086056597846,6.111111111111111,-34.60714285714286
JJ Aldrich,1013924.7217002755,9,5,1992,14,1050.424068522335,0,2,0,0.0,-4632.0,-9254.0,-327.0,-121.0,269.0,1676.6333333333332,-4632.0,15762.0,-11096.0,-9298.0,-7846.0,-5248.0,8462.0,149.97720139669173,111.22498647331074,-190.07857142857142,149.97720139669173,228.05450585009942,75.63411865034055,-213.38021463717,125.17199415958194,50.954949215182694,254.11633986928103
DaMarques Johnson,393821.96107151784,4,6,1982,10,973.9684559490884,3,0,0,58.0,-2406.0,-4474.0,-276.0,-217.0,73.0,-374.1166666666667,-2406.0,-1916.0,-220.0,-270.0,-1026.0,-185.0,-1195.0,-111.06204862678948,-98.74443586751225,-179.2,-111.06204862678948,-111.68136682558088,151.5909090909091,-11.13636363636364,-125.11245873447623,121.59285714285716,-76.01500166500166
Aspen Ladd,146037.1623382604,4,3,1995,7,1015.5791519014567,2,0,0,9.0,-3540.0,-2661.0,122.0,27.0,11.0,317.7,-3540.0,-849.0,-2378.0,-313.0,-3318.0,-1408.0,1186.0,-26.102420655839463,-21.162971544692486,9.316666666666663,-26.102420655839463,-12.350273724127277,-37.79062944678171,-36.775,-27.859374438424503,-19.551485113470527,28.714193143812707
Alessio Sakara,1503151.4668809222,6,8,1981,16,969.3957811594781,4,0,0,123.0,137.0,-10730.0,-1352.0,-288.0,290.0,-2017.8333333333333,137.0,-697.0,4008.0,-3174.0,426.0,673.0,-962.0,158.50925946735788,140.93678293438293,-169.45833333333331,158.50925946735788,174.80529696291606,84.50833333333333,-685.0333333333333,175.41477028150086,123.93972431077694,189.49157351935986
Gleison Tibau,7891284.799876062,16,12,1983,28,1030.4495637709272,4,0,0,-1178.0,-79022.0,-69955.0,14175.0,233.0,8.0,9115.266666666666,-79022.0,-21304.0,-41825.0,-15893.0,-64560.0,-18744.0,4282.0,119.99814444091007,-404.3202110325883,1946.8746919746918,119.99814444091007,593.750515674827,-1495.1453488268387,879.8524531625925,-372.32129310209234,93.17878855424493,879.2592886607888
Melsik Baghdasaryan,29887.30401565408,3,1,1992,4,1029.164801972698,0,1,0,1.0,673.0,761.0,-49.0,-9.0,0.0,-93.41666666666666,673.0,325.0,320.0,28.0,458.0,165.0,50.0,7.044677289893208,6.886227310970641,-6.333333333333333,7.044677289893208,6.554384783784558,7.840476190476192,6.8206012378426175,6.729436067757386,5.892857142857142,12.666666666666666
Sara McMann,844889.404066969,7,6,1980,13,1022.6712665916826,0,1,0,-13.0,1258.0,-14330.0,1719.0,-242.0,-185.0,4625.450000000001,1258.0,-2079.0,2252.0,1085.0,-2847.0,-210.0,4315.0,-16.66956874109726,-64.70257488438472,217.36666666666665,-16.66956874109726,-23.00840177793878,-61.09893048128343,351.76666666666665,-72.08126367988612,134.07037684537684,-21.521909045672537
Rob Broughton,14142.544230771053,1,2,1983,3,984.8617133223921,2,0,0,0.0,63.0,665.0,-44.0,28.0,9.0,-103.86666666666665,63.0,-20.0,87.0,-4.0,-26.0,24.0,65.0,0.8755719057458734,1.1845985679382336,-10.114285714285714,0.8755719057458734,-0.20037094688257556,1.2727272727272727,8.12719298245614,-2.8807583557583554,8.8,1.2080031080031082
James Moontasri,92510.60338888728,2,4,1988,6,973.1482201097626,2,0,0,17.0,-3520.0,-5500.0,-78.0,-7.0,0.0,-326.35,-3520.0,-3107.0,-167.0,-246.0,-1703.0,-838.0,-979.0,-13.0359393367074,-10.339657174714212,-16.383333333333333,-13.0359393367074,-20.54956893920025,-18.002778658423818,12.976190476190478,-2.5378348379952236,-25.472077922077922,-33.74041514041514
Tyron Woodley,1678056.2918779436,9,6,1982,16,1072.078125975911,4,0,4,581.0,-27288.0,-89914.0,-976.0,-162.0,0.0,-6111.566666666667,-27288.0,-11720.0,-13192.0,-2376.0,-14957.0,-9809.0,-2522.0,16.37267605571286,-25.73667772877767,169.79166666666669,16.37267605571286,5.518630088101631,67.81964878647109,518.6690087690088,-56.03182637522089,72.15677506775069,-150.01717057452353
Zhang Tiequan,30041.44607172491,1,3,1978,4,968.075773319976,3,0,0,-18.0,-115.0,-2049.0,19.0,-22.0,-16.0,-174.45,-115.0,-49.0,-140.0,74.0,73.0,-16.0,-172.0,-4.6548987085426035,-10.41984947224158,10.833333333333332,-4.6548987085426035,-4.762415824915825,-3.7619047619047628,0.8888888888888893,-2.1807047798925017,-16.0,-9.323232323232324
Jacob Malkoun,91279.16810353879,3,3,1995,6,1001.4184944910604,1,0,0,-1.0,2238.0,4197.0,391.0,8.0,-32.0,490.6333333333334,2238.0,2391.0,15.0,-168.0,656.0,99.0,1483.0,12.000568492200564,8.693268030042113,-9.983974358974365,12.000568492200564,19.206273030451676,3.6666666666666665,-32.0,-7.773771332009776,26.642857142857142,1.0110844017094038
Charles Jourdain,666399.8272779621,6,5,1995,12,1025.4587957250565,0,2,0,83.0,15671.0,13792.0,-1109.0,-167.0,-64.0,-296.86666666666673,15671.0,11757.0,6537.0,-2623.0,6120.0,7006.0,2545.0,138.80886225552985,128.4625932298415,-280.04285714285714,138.80886225552985,127.56799565074618,278.77946577264544,92.3770506615788,114.16432651940804,327.9269172531032,135.55870795870797
Kazuki Tokudome,30065.469501528976,1,3,1987,4,968.7950600411287,3,0,0,-42.0,-530.0,37.0,31.0,-16.0,-4.0,68.8,-530.0,-428.0,-91.0,-11.0,-222.0,-226.0,-82.0,2.7264435308929436,3.3073610109314084,-0.2082417582417575,2.7264435308929436,2.054205166597831,2.662337662337662,10.730555555555554,0.8052837391878729,7.990978316696815,-2.5416666666666665
Roman Salazar,29184.512919392575,0,2,1988,4,966.7466129154828,2,0,0,0.0,-217.0,653.0,28.0,-33.0,0.0,81.48333333333333,-217.0,-100.0,-82.0,-35.0,-136.0,16.0,-97.0,-1.1992314167046134,3.9081964861416254,8.285714285714285,-1.1992314167046134,-0.45248776009791913,6.722222222222222,-4.333333333333334,-2.19711383624427,-0.5666666666666664,0.8333333333333339
Ricky Rainey,5090.39786075547,0,2,1983,2,969.2785952615416,2,0,0,-1.0,-58.0,-85.0,-8.0,0.0,0.0,-2.45,-58.0,-48.0,-6.0,-4.0,-3.0,4.0,-59.0,-0.46401515151515155,-0.740757172434191,-4.0,-0.46401515151515155,-0.16657925407925417,-4.142857142857143,-4.238636363636363,0.5126050420168067,0.4,-4.111111111111111
Maurice Greene,205680.93986394478,4,4,1986,8,993.4263611452242,2,0,0,-83.0,-2176.0,-9370.0,-317.0,-38.0,0.0,-1289.15,-2176.0,-2267.0,-120.0,211.0,657.0,22.0,-2855.0,-9.497908755903183,-11.44122815527384,-122.5,-9.497908755903183,-27.10692978662358,-24.91012759170654,16.74834520318391,13.101356248286105,-13.899999999999999,-78.15461731251204
Sarah Moras,281541.6344411564,3,6,1988,9,953.3616656286,2,0,0,-32.0,-4807.0,-1109.0,-197.0,105.0,-64.0,-255.05,-4807.0,-6092.0,-520.0,1805.0,-3472.0,-162.0,-1173.0,-18.27841058044919,-15.06014666648966,-77.6,-18.27841058044919,-23.782395207843624,-88.12294372294375,-12.666666666666664,-14.778687876707762,-66.11428571428571,-39.032796451914095
Leonardo Morales,4936.0,0,2,1992,2,968.0,2,0,0,0.0,3.0,2.0,-6.0,-13.0,0.0,-10.383333333333333,3.0,-15.0,6.0,12.0,8.0,-5.0,0.0,0.38202811244979934,-0.11156126482213458,-2.3333333333333335,0.38202811244979934,-2.7091686714782144,4.214285714285714,4.0,3.0179441736818786,-3.825,-3.3333333333333335
Terrance McKinney,203210.4426499735,5,3,1994,8,1027.7733488952283,0,2,0,40.0,2008.0,2208.0,81.0,-16.0,-36.0,208.28333333333333,2008.0,2092.0,147.0,-231.0,458.0,500.0,1050.0,-14.0721237342494,-13.420082647003085,30.15,-14.0721237342494,62.25267350588467,19.069073083778967,-136.66666666666666,-64.62335526315789,129.5,95.3936403508772
Polyana Viana,283285.4925994346,4,5,1992,9,984.3761241435943,1,0,0,55.0,726.0,6617.0,-342.0,111.0,-15.0,-712.9333333333334,726.0,863.0,247.0,-384.0,852.0,142.0,-268.0,-10.846691258034399,11.449817639422152,-98.20000000000002,-10.846691258034399,22.706075679068853,33.57403846153846,-30.760642135642136,-14.976480366046847,20.0,75.07499999999999
Marcos Mariano,4982.385780294288,0,2,1986,2,967.8630749664626,2,0,0,0.0,-97.0,-419.0,-17.0,-9.0,0.0,-53.71666666666667,-97.0,-100.0,4.0,-1.0,3.0,0.0,-100.0,-1.866013071895425,-2.061830590386625,-3.6666666666666665,-1.866013071895425,-2.825772200772201,0.6666666666666665,-0.5,-0.1571428571428572,0.0,-2.396551724137931
Travis Lutter,95253.32899025033,2,4,1973,6,975.2152175237235,2,0,1,-35.0,-1455.0,-3220.0,78.0,-2.0,-21.0,92.08333333333333,-1455.0,-816.0,-357.0,-282.0,-580.0,-680.0,-195.0,-31.967418299095165,-0.3778864636999284,21.5,-31.967418299095165,-30.688261482379126,-10.149999999999999,-73.54166666666666,-38.03795537795538,-36.58692185007975,-16.960714285714285
Erik Silva,984.9301850949676,0,1,1987,1,983.3064442603705,1,0,0,0.0,-3.0,-50.0,1.0,-1.0,-1.0,-7.133333333333333,-3.0,-8.0,2.0,3.0,0.0,1.0,-4.0,0.09255898366606174,0.009611183923110445,0.4642857142857143,0.09255898366606174,0.02551834130781494,0.05714285714285705,1.0,0.13,0.1428571428571429,-0.33333333333333337
Shane Primm,1000,0,1,1984,1,984.0,1,0,0,0.0,-12.0,-26.0,1.0,-1.0,0.0,-3.4333333333333336,-12.0,-14.0,2.0,0.0,-8.0,2.0,-6.0,-0.11076923076923079,-0.16362786348761105,0.2,-0.11076923076923079,-0.23516237402015677,-0.33333333333333337,0.0,-0.20129870129870128,0.0,-0.6666666666666666
Steven Graham,5064.0,1,1,0,2,1000.0,1,0,0,0.0,-65.0,-97.0,-3.0,1.0,0.0,0,-65.0,-60.0,-4.0,-1.0,-1.0,0.0,-64.0,-4.368421052631579,-0.5714285714285716,-3.0,-4.368421052631579,-3.3333333333333335,-4.0,-1.0,-1.0,0.0,-3.3684210526315788
Thiago Perpetuo,13769.52718164852,1,2,1987,3,982.1202577920682,2,0,0,1.0,-30.0,-99.0,1.0,-14.0,0.0,-5.45,-30.0,-17.0,16.0,-29.0,-31.0,5.0,-4.0,-5.698288866373973,-2.6513682277318633,3.45,-5.698288866373973,-4.949974841438945,0.09913793103448276,-13.035714285714285,-8.563186813186814,0.2444444444444447,-3.3874999999999993
Juancamilo Ronderos,5031.316639023941,0,2,1995,2,970.1084905331613,2,0,0,0.0,-6.0,175.0,4.0,-13.0,-4.0,-0.18333333333333318,-6.0,-7.0,-6.0,7.0,-9.0,3.0,0.0,-1.80625,0.9279220779220778,4.0,-1.80625,-2.0105263157894737,-3.5,3.8,-1.425132275132275,0.6,0.0
Jon Manley,1000,0,1,1986,1,984.0,1,0,0,0.0,-48.0,-62.0,-3.0,0.0,-1.0,0.31666666666666643,-48.0,-30.0,-13.0,-5.0,-21.0,-17.0,-10.0,-0.3416666666666666,-0.30142405063291144,-0.7230769230769232,-0.3416666666666666,-0.28722934158197083,-0.5037593984962406,-0.4,-0.32241671372106157,-0.04166666666666663,-0.5555555555555556
Phil Harris,90025.36726207621,1,3,1983,6,969.8223494721844,2,0,0,-63.0,-837.0,-710.0,6.0,-43.0,-1.0,-13.166666666666664,-837.0,-241.0,-216.0,-380.0,-316.0,9.0,-530.0,6.308969885353177,-1.7169350367308938,-27.098039215686274,6.308969885353177,11.081568852691845,-30.666666666666675,45.52958152958153,3.9191574446139947,42.699999999999996,9.333333333333334
Dominick Cruz,417710.17281931173,7,3,1985,10,1072.7188722069477,1,0,4,-477.0,7766.0,9539.0,479.0,4.0,26.0,274.3833333333333,7766.0,6904.0,1334.0,-472.0,8058.0,-159.0,-133.0,-6.106268038956154,-4.14763949367855,53.90574045837204,-6.106268038956154,-1.6693058560729914,-5.323195729540798,18.651203007518795,-7.465245115712685,0.29076923076922156,72.88161838161838
Dustin Ortiz,1063246.7584799994,8,6,1988,14,1038.9359315563515,1,0,0,-6.0,11323.0,33109.0,103.0,-733.0,45.0,-595.3500000000001,11323.0,6742.0,5139.0,-558.0,-95.0,5370.0,6048.0,70.4211883498651,88.66298934988185,-95.1235772681425,70.4211883498651,97.80331625580762,12.353717497099836,-239.35625174046226,-22.128695213227097,136.69047582179564,253.94794749262644
Bill Mahood,1016.0,0,1,1967,1,984.736306793522,1,0,0,0.0,-2.0,-30.0,-1.0,-1.0,0.0,-2.066666666666667,-2.0,-3.0,0.0,1.0,0.0,0.0,-2.0,0.25,0.030303030303030276,-1.0,0.25,-0.75,0.0,1.0,0.5,0.0,-1.0
